Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
2. Left Department before Treat,NLO08,SCARBOROUGH URGENT CARE CENTRE,Jun-20,All Patients,*,2295,*,
2. Left Department before Treat,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,Jun-20,All Patients,0,2985,0,
2. Left Department before Treat,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,Jun-20,All Patients,*,2495,*,
2. Left Department before Treat,NLO21,ST MARY'S URGENT CARE CENTRE,Jun-20,All Patients,55,3755,1,
2. Left Department before Treat,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Jun-20,All Patients,0,4510,0,
2. Left Department before Treat,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Jun-20,All Patients,55,5710,1,
2. Left Department before Treat,NNJ,DHU HEALTH CARE C.I.C,Jun-20,All Patients,15,1585,1,
2. Left Department before Treat,NQ106,FRYATT HOSPITAL,Jun-20,All Patients,0,65,-,
2. Left Department before Treat,NQ108,CLACTON HOSPITAL,Jun-20,All Patients,15,1630,1,
2. Left Department before Treat,NQT5F,SKELMERSDALE WALK IN CENTRE,Jun-20,All Patients,*,115,*,
2. Left Department before Treat,NQT5G,URGENT CARE CENTRE,Jun-20,All Patients,45,2045,2,
2. Left Department before Treat,NQT5H,PAULTON MEMORIAL HOSPITAL,Jun-20,All Patients,*,180,*,
2. Left Department before Treat,NR318,SEATON HOUSE,Jun-20,All Patients,*,2020,*,
2. Left Department before Treat,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Jun-20,All Patients,0,520,0,
2. Left Department before Treat,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Jun-20,All Patients,620,20485,3,
2. Left Department before Treat,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Jun-20,All Patients,275,14765,2,
2. Left Department before Treat,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Jun-20,All Patients,10,1605,0,
2. Left Department before Treat,R1F,ISLE OF WIGHT NHS TRUST,Jun-20,All Patients,15,2230,1,
2. Left Department before Treat,R1H,BARTS HEALTH NHS TRUST,Jun-20,All Patients,280,20995,1,
2. Left Department before Treat,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Jun-20,All Patients,240,8370,3,
2. Left Department before Treat,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,0,5365,0,
2. Left Department before Treat,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,50,3740,1,
2. Left Department before Treat,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Jun-20,All Patients,285,8840,3,
2. Left Department before Treat,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Jun-20,All Patients,110,6290,2,
2. Left Department before Treat,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,240,8715,3,
2. Left Department before Treat,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Jun-20,All Patients,325,24185,1,
2. Left Department before Treat,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Jun-20,All Patients,360,17105,2,
2. Left Department before Treat,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Jun-20,All Patients,0,11205,0,
2. Left Department before Treat,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,90,3805,2,
2. Left Department before Treat,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,Jun-20,All Patients,35,2245,2,
2. Left Department before Treat,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,65,7500,1,
2. Left Department before Treat,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,50,5560,1,
2. Left Department before Treat,RBK,WALSALL HEALTHCARE NHS TRUST,Jun-20,All Patients,140,5535,3,
2. Left Department before Treat,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,145,6385,2,
2. Left Department before Treat,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Jun-20,All Patients,340,11745,3,
2. Left Department before Treat,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,Jun-20,All Patients,10,3015,0,
2. Left Department before Treat,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,110,6660,2,
2. Left Department before Treat,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,Jun-20,All Patients,50,3640,1,
2. Left Department before Treat,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,160,11170,1,
2. Left Department before Treat,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,175,8505,2,
2. Left Department before Treat,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Jun-20,All Patients,45,3720,1,
2. Left Department before Treat,RCF,AIREDALE NHS FOUNDATION TRUST,Jun-20,All Patients,100,4230,2,
2. Left Department before Treat,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,Jun-20,All Patients,15,2620,1,
2. Left Department before Treat,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Jun-20,All Patients,75,5290,1,
2. Left Department before Treat,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Jun-20,All Patients,95,6130,2,
2. Left Department before Treat,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,100,5945,2,
2. Left Department before Treat,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Jun-20,All Patients,185,13285,1,
2. Left Department before Treat,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,Jun-20,All Patients,70,6855,1,
2. Left Department before Treat,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Jun-20,All Patients,105,16390,1,
2. Left Department before Treat,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Jun-20,All Patients,265,11305,2,
2. Left Department before Treat,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,230,15190,2,
2. Left Department before Treat,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Jun-20,All Patients,10,760,1,
2. Left Department before Treat,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Jun-20,All Patients,225,11060,2,
2. Left Department before Treat,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,95,6565,1,
2. Left Department before Treat,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Jun-20,All Patients,185,6460,3,
2. Left Department before Treat,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,75,6205,1,
2. Left Department before Treat,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Jun-20,All Patients,0,11235,0,
2. Left Department before Treat,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,120,5565,2,
2. Left Department before Treat,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Jun-20,All Patients,60,5410,1,
2. Left Department before Treat,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,110,9175,1,
2. Left Department before Treat,RH5,SOMERSET NHS FOUNDATION TRUST,Jun-20,All Patients,80,10135,1,
2. Left Department before Treat,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,Jun-20,All Patients,0,7195,0,
2. Left Department before Treat,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Jun-20,All Patients,600,8495,7,
2. Left Department before Treat,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,300,9850,3,
2. Left Department before Treat,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Jun-20,All Patients,770,9950,8,
2. Left Department before Treat,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Jun-20,All Patients,105,9385,1,
2. Left Department before Treat,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Jun-20,All Patients,130,8860,1,
2. Left Department before Treat,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Jun-20,All Patients,420,13475,3,
2. Left Department before Treat,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Jun-20,All Patients,95,11095,1,
2. Left Department before Treat,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,120,8825,1,
2. Left Department before Treat,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Jun-20,All Patients,40,4860,1,
2. Left Department before Treat,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Jun-20,All Patients,305,14505,2,
2. Left Department before Treat,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Jun-20,All Patients,125,10320,1,
2. Left Department before Treat,RJN,EAST CHESHIRE NHS TRUST,Jun-20,All Patients,50,3220,2,
2. Left Department before Treat,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,100,6085,2,
2. Left Department before Treat,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,310,12865,2,
2. Left Department before Treat,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,165,8265,2,
2. Left Department before Treat,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Jun-20,All Patients,235,8005,3,
2. Left Department before Treat,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Jun-20,All Patients,135,10865,1,
2. Left Department before Treat,RKE,WHITTINGTON HEALTH NHS TRUST,Jun-20,All Patients,205,6400,3,
2. Left Department before Treat,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Jun-20,All Patients,260,11700,2,
2. Left Department before Treat,RLQ,WYE VALLEY NHS TRUST,Jun-20,All Patients,125,4180,3,
2. Left Department before Treat,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Jun-20,All Patients,55,5225,1,
2. Left Department before Treat,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,220,10545,2,
2. Left Department before Treat,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,Jun-20,All Patients,245,6935,4,
2. Left Department before Treat,RMC,BOLTON NHS FOUNDATION TRUST,Jun-20,All Patients,0,8740,0,
2. Left Department before Treat,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Jun-20,All Patients,265,6945,4,
2. Left Department before Treat,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,110,7125,2,
2. Left Department before Treat,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,155,9930,2,
2. Left Department before Treat,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Jun-20,All Patients,*,8115,*,
2. Left Department before Treat,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Jun-20,All Patients,30,6410,0,
2. Left Department before Treat,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Jun-20,All Patients,80,6980,1,
2. Left Department before Treat,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,120,6425,2,
2. Left Department before Treat,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Jun-20,All Patients,120,7805,2,
2. Left Department before Treat,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,Jun-20,All Patients,0,2685,0,
2. Left Department before Treat,RNZ,SALISBURY NHS FOUNDATION TRUST,Jun-20,All Patients,40,3560,1,
2. Left Department before Treat,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,325,12735,3,
2. Left Department before Treat,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,20,5275,0,
2. Left Department before Treat,RPA,MEDWAY NHS FOUNDATION TRUST,Jun-20,All Patients,110,8645,1,
2. Left Department before Treat,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,0,635,0,
2. Left Department before Treat,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,Jun-20,All Patients,40,3230,1,
2. Left Department before Treat,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,320,11770,3,
2. Left Department before Treat,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Jun-20,All Patients,130,7150,2,
2. Left Department before Treat,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Jun-20,All Patients,140,6475,2,
2. Left Department before Treat,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Jun-20,All Patients,360,6220,6,
2. Left Department before Treat,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Jun-20,All Patients,230,13970,2,
2. Left Department before Treat,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Jun-20,All Patients,15,9260,0,
2. Left Department before Treat,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Jun-20,All Patients,620,24350,3,
2. Left Department before Treat,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,55,5640,1,
2. Left Department before Treat,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,200,10540,2,
2. Left Department before Treat,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,0,9820,0,
2. Left Department before Treat,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Jun-20,All Patients,115,12615,1,
2. Left Department before Treat,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Jun-20,All Patients,190,16575,1,
2. Left Department before Treat,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,145,9505,2,
2. Left Department before Treat,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,20,7040,0,
2. Left Department before Treat,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Jun-20,All Patients,65,7345,1,
2. Left Department before Treat,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,Jun-20,All Patients,20,2835,1,
2. Left Department before Treat,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,165,10065,2,
2. Left Department before Treat,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,Jun-20,All Patients,*,285,*,
2. Left Department before Treat,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Jun-20,All Patients,255,7095,4,
2. Left Department before Treat,RVJ,NORTH BRISTOL NHS TRUST,Jun-20,All Patients,115,6730,2,
2. Left Department before Treat,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Jun-20,All Patients,10,9775,0,
2. Left Department before Treat,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Jun-20,All Patients,315,15295,2,
2. Left Department before Treat,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Jun-20,All Patients,350,9210,4,
2. Left Department before Treat,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,Jun-20,All Patients,90,5210,2,
2. Left Department before Treat,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,Jun-20,All Patients,0,795,0,
2. Left Department before Treat,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,Jun-20,All Patients,505,22945,2,
2. Left Department before Treat,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Jun-20,All Patients,400,9140,4,
2. Left Department before Treat,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Jun-20,All Patients,180,8910,2,
2. Left Department before Treat,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Jun-20,All Patients,260,13735,2,
2. Left Department before Treat,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Jun-20,All Patients,10,13835,0,
2. Left Department before Treat,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,Jun-20,All Patients,265,9955,3,
2. Left Department before Treat,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Jun-20,All Patients,140,10245,1,
2. Left Department before Treat,RWJ,STOCKPORT NHS FOUNDATION TRUST,Jun-20,All Patients,160,7175,2,
2. Left Department before Treat,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Jun-20,All Patients,165,13160,1,
2. Left Department before Treat,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,180,7515,2,
2. Left Department before Treat,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Jun-20,All Patients,0,180,-,
2. Left Department before Treat,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Jun-20,All Patients,155,10065,2,
2. Left Department before Treat,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Jun-20,All Patients,995,13215,8,
2. Left Department before Treat,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Jun-20,All Patients,195,9800,2,
2. Left Department before Treat,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Jun-20,All Patients,315,15830,2,
2. Left Department before Treat,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Jun-20,All Patients,*,13780,*,
2. Left Department before Treat,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,190,4935,4,
2. Left Department before Treat,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-20,All Patients,175,10160,2,
2. Left Department before Treat,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Jun-20,All Patients,155,10705,1,
2. Left Department before Treat,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Jun-20,All Patients,0,5810,0,
2. Left Department before Treat,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Jun-20,All Patients,230,12560,2,
2. Left Department before Treat,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Jun-20,All Patients,140,8275,2,
2. Left Department before Treat,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Jun-20,All Patients,115,1960,6,
2. Left Department before Treat,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Jun-20,All Patients,85,7940,1,
2. Left Department before Treat,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Jun-20,All Patients,10,8225,0,
2. Left Department before Treat,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Jun-20,All Patients,65,6735,1,
2. Left Department before Treat,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Jun-20,All Patients,420,10710,4,
2. Left Department before Treat,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Jun-20,All Patients,360,10815,3,
2. Left Department before Treat,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Jun-20,All Patients,*,1800,*,
2. Left Department before Treat,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Jun-20,All Patients,*,2950,*,
2. Left Department before Treat,AAH01,TETBURY HOSPITAL TRUST,Jul-20,All Patients,0,205,-,
2. Left Department before Treat,AD903,URGENT CARE CENTRE,Jul-20,All Patients,85,5250,2,
2. Left Department before Treat,AD904,UCC AT HILLINGDON HOSPITAL,Jul-20,All Patients,50,4105,1,
2. Left Department before Treat,AD906,UCC - NORTHWICK PARK HOSPITAL,Jul-20,All Patients,190,7275,3,
2. Left Department before Treat,AD907,ASHFORD HEALTH CENTRE,Jul-20,All Patients,15,1960,1,
2. Left Department before Treat,AD913,BECKENHAM BEACON UCC,Jul-20,All Patients,25,2795,1,
2. Left Department before Treat,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Jul-20,All Patients,155,6495,2,
2. Left Department before Treat,AD916,WOKING WALK IN CENTRE,Jul-20,All Patients,15,1980,1,
2. Left Department before Treat,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Jul-20,All Patients,25,1925,1,
2. Left Department before Treat,AQN04,PHL LYMINGTON UTC,Jul-20,All Patients,*,1715,*,
2. Left Department before Treat,AXA,TOWER HAMLETS GP CARE GROUP CIC,Jul-20,All Patients,65,3875,2,
2. Left Department before Treat,AXG,WILTSHIRE HEALTH & CARE,Jul-20,All Patients,0,50,-,
2. Left Department before Treat,AXT,ONE MEDICAL GROUP LIMITED,Jul-20,All Patients,65,4715,1,
2. Left Department before Treat,NLO08,SCARBOROUGH URGENT CARE CENTRE,Jul-20,All Patients,15,2965,0,
2. Left Department before Treat,NLO14,WEST MIDLANDS DOCTORS URGENT CARE,Jul-20,All Patients,*,3150,*,
2. Left Department before Treat,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,Jul-20,All Patients,10,2635,0,
2. Left Department before Treat,NLO21,ST MARY'S URGENT CARE CENTRE,Jul-20,All Patients,40,4440,1,
2. Left Department before Treat,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Jul-20,All Patients,0,5150,0,
2. Left Department before Treat,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Jul-20,All Patients,65,7345,1,
2. Left Department before Treat,NNJ,DHU HEALTH CARE C.I.C,Jul-20,All Patients,25,2110,1,
2. Left Department before Treat,NQ106,FRYATT HOSPITAL,Jul-20,All Patients,*,265,*,
2. Left Department before Treat,NQ108,CLACTON HOSPITAL,Jul-20,All Patients,25,2080,1,
2. Left Department before Treat,NQT5F,SKELMERSDALE WALK IN CENTRE,Jul-20,All Patients,*,325,*,
2. Left Department before Treat,NQT5G,URGENT CARE CENTRE,Jul-20,All Patients,40,2605,1,
2. Left Department before Treat,NQT5H,PAULTON MEMORIAL HOSPITAL,Jul-20,All Patients,0,230,-,
2. Left Department before Treat,NR318,SEATON HOUSE,Jul-20,All Patients,30,2885,1,
2. Left Department before Treat,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Jul-20,All Patients,*,710,*,
2. Left Department before Treat,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Jul-20,All Patients,805,22785,4,
2. Left Department before Treat,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Jul-20,All Patients,355,16760,2,
2. Left Department before Treat,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Jul-20,All Patients,10,1860,0,
2. Left Department before Treat,R1F,ISLE OF WIGHT NHS TRUST,Jul-20,All Patients,15,2645,1,
2. Left Department before Treat,R1H,BARTS HEALTH NHS TRUST,Jul-20,All Patients,325,23320,1,
2. Left Department before Treat,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Jul-20,All Patients,275,9330,3,
2. Left Department before Treat,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Jul-20,All Patients,0,6000,0,
2. Left Department before Treat,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Jul-20,All Patients,70,4410,2,
