INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,56420,0,1040,1040,0,1.8,1.8
I00720,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,73415,0,1715,1715,0,2.3,2.3
I00720,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,72045,0,1295,1295,0,1.8,1.8
I00720,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,115780,*,2820,2820,*,2.4,2.4
I00720,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,66895,0,895,895,0,1.3,1.3
I00720,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,94430,770,1550,1655,0.8,1.6,1.8
I00720,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,132240,330,2105,2110,0.2,1.6,1.6
I00720,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,116145,640,2810,2815,0.6,2.4,2.4
I00720,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,85465,0,1565,1565,0,1.8,1.8
I00720,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,63715,135,1605,1615,0.2,2.5,2.5
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,57415,*,1050,1050,*,1.8,1.8
I00720,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,86440,*,1870,1870,*,2.2,2.2
I00720,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,89925,0,1485,1485,0,1.7,1.7
I00720,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,52700,145,1035,1050,0.3,2,2
I00720,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,56490,0,1025,1025,0,1.8,1.8
I00720,RNZ,SALISBURY NHS FOUNDATION TRUST,32125,235,695,720,0.7,2.2,2.2
I00720,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,60450,155,860,920,0.3,1.4,1.5
I00720,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108615,450,2030,2110,0.4,1.9,1.9
I00720,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,58150,0,470,470,0,0.8,0.8
I00720,RH5,SOMERSET NHS FOUNDATION TRUST,75485,0,1640,1640,0,2.2,2.2
I00720,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,75530,0,1570,1570,0,2.1,2.1
I00720,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,76740,250,1475,1475,0.3,1.9,1.9
I00720,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,39665,0,555,555,0,1.4,1.4
I00720,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,29300,0,930,930,0,3.2,3.2
I00720,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,60435,10,1505,1515,0,2.5,2.5
I00720,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,80470,0,1695,1695,0,2.1,2.1
I00720,RWJ,STOCKPORT NHS FOUNDATION TRUST,51855,0,715,715,0,1.4,1.4
I00720,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50150,0,1205,1205,0,2.4,2.4
I00720,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,36215,0,560,560,0,1.5,1.5
I00720,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,68880,0,1220,1220,0,1.8,1.8
I00720,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,36065,*,585,585,*,1.6,1.6
I00720,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,104360,0,1725,1725,0,1.7,1.7
I00720,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,39780,0,525,525,0,1.3,1.3
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",41175,20,625,630,0,1.5,1.5
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,44685,0,830,830,0,1.9,1.9
I00720,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,98435,0,1445,1445,0,1.5,1.5
I00720,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,64665,0,1055,1055,0,1.6,1.6
I00720,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,35785,0,1060,1060,0,3,3
I00720,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,72940,0,1425,1425,0,2,2
I00720,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,72440,20,1650,1670,0,2.3,2.3
I00720,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,88880,20,1430,1440,0,1.6,1.6
I00720,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,196950,0,2860,2860,0,1.5,1.5
I00720,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,89545,0,1485,1485,0,1.7,1.7
I00720,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,95505,0,1465,1465,0,1.5,1.5
I00720,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,86835,600,1760,1860,0.7,2,2.1
I00720,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,122545,805,1830,2050,0.7,1.5,1.7
I00720,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,144845,0,2570,2570,0,1.8,1.8
I00720,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,48900,0,1005,1005,0,2.1,2.1
I00720,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,129440,135,2190,2245,0.1,1.7,1.7
I00720,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,66735,*,990,990,*,1.5,1.5
I00720,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,125505,0,3445,3445,0,2.7,2.7
I00720,RBK,WALSALL HEALTHCARE NHS TRUST,63125,215,895,960,0.3,1.4,1.5
I00720,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,35535,0,870,870,0,2.4,2.4
I00720,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,57700,0,1360,1360,0,2.4,2.4
I00720,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,35145,0,710,710,0,2,2
I00720,RKE,WHITTINGTON HEALTH NHS TRUST,20390,*,360,360,*,1.8,1.8
I00720,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,58195,115,1775,1780,0.2,3.1,3.1
I00720,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,69380,*,1085,1090,*,1.6,1.6
I00720,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",40375,*,1155,1155,*,2.9,2.9
I00720,RLQ,WYE VALLEY NHS TRUST,29690,0,430,430,0,1.4,1.4
I00720,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,83450,0,1050,1050,0,1.3,1.3
