INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL
I00699,1,"Tuberculosis",RCF,"AIREDALE NHS FOUNDATION TRUST",*,*,*,,,,,,
I00699,1,"Tuberculosis",RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",35,*,*,,,,,,
I00699,1,"Tuberculosis",RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",R1H,"BARTS HEALTH NHS TRUST",100,*,*,,,,,,
I00699,1,"Tuberculosis",RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",30,*,*,,,,,,
I00699,1,"Tuberculosis",RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RMC,"BOLTON NHS FOUNDATION TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,1,"Tuberculosis",RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",20,0,*,,,,,,
I00699,1,"Tuberculosis",RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RJ6,"CROYDON HEALTH SERVICES NHS TRUST",25,0,*,,,,,,
I00699,1,"Tuberculosis",RN7,"DARTFORD AND GRAVESHAM NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RJN,"EAST CHESHIRE NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",25,0,*,,,,,,
I00699,1,"Tuberculosis",RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",20,*,*,,,,,,
I00699,1,"Tuberculosis",RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",25,*,*,,,,,,
I00699,1,"Tuberculosis",RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",*,*,*,,,,,,
I00699,1,"Tuberculosis",RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",35,0,*,,,,,,
I00699,1,"Tuberculosis",RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RQX,"HOMERTON HEALTHCARE NHS FOUNDATION TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",20,0,*,,,,,,
I00699,1,"Tuberculosis",RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",60,*,*,,,,,,
I00699,1,"Tuberculosis",R1F,"ISLE OF WIGHT NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",20,0,*,,,,,,
I00699,1,"Tuberculosis",RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,1,"Tuberculosis",RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",25,*,*,,,,,,
I00699,1,"Tuberculosis",RJ2,"LEWISHAM AND GREENWICH NHS TRUST",15,*,*,,,,,,
I00699,1,"Tuberculosis",REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",20,*,*,,,,,,
I00699,1,"Tuberculosis",R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",115,*,*,,,,,,
I00699,1,"Tuberculosis",RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",85,*,*,,,,,,
I00699,1,"Tuberculosis",RPA,"MEDWAY NHS FOUNDATION TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RVJ,"NORTH BRISTOL NHS TRUST",*,*,*,,,,,,
I00699,1,"Tuberculosis",RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",20,*,*,,,,,,
I00699,1,"Tuberculosis",RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,1,"Tuberculosis",RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",25,*,*,,,,,,
I00699,1,"Tuberculosis",RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",35,0,*,,,,,,
I00699,1,"Tuberculosis",RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",25,*,*,,,,,,
I00699,1,"Tuberculosis",RHU,"PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",30,*,*,,,,,,
I00699,1,"Tuberculosis",RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RNZ,"SALISBURY NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",45,*,*,,,,,,
I00699,1,"Tuberculosis",RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",25,*,*,,,,,,
I00699,1,"Tuberculosis",RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RH5,"SOMERSET NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",*,*,*,,,,,,
I00699,1,"Tuberculosis",RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",60,*,*,,,,,,
I00699,1,"Tuberculosis",RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RWJ,"STOCKPORT NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",20,0,*,,,,,,
I00699,1,"Tuberculosis",RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,1,"Tuberculosis",RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",*,*,*,,,,,,
I00699,1,"Tuberculosis",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",15,0,*,,,,,,
I00699,1,"Tuberculosis",RXW,"THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",30,*,*,,,,,,
I00699,1,"Tuberculosis",RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",70,*,*,,,,,,
I00699,1,"Tuberculosis",RA7,"UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",20,*,*,,,,,,
I00699,1,"Tuberculosis",R0D,"UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,1,"Tuberculosis",RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",75,*,*,,,,,,
I00699,1,"Tuberculosis",RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RYR,"UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST",15,0,*,,,,,,
I00699,1,"Tuberculosis",RBK,"WALSALL HEALTHCARE NHS TRUST",10,0,*,,,,,,
I00699,1,"Tuberculosis",RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RWG,"WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST",15,*,*,,,,,,
I00699,1,"Tuberculosis",RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RKE,"WHITTINGTON HEALTH NHS TRUST",10,*,*,,,,,,
I00699,1,"Tuberculosis",RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RLQ,"WYE VALLEY NHS TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,1,"Tuberculosis",RCB,"YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST",*,0,*,,,,,,
I00699,2,"Septicaemia (except in labour), Shock",RCF,"AIREDALE NHS FOUNDATION TRUST",560,120,125,0.9519,2,0.7453,1.3099,0.8104,1.2339
I00699,2,"Septicaemia (except in labour), Shock",RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",305,75,70,1.1040,2,0.6665,1.4347,0.7679,1.3022
I00699,2,"Septicaemia (except in labour), Shock",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1245,275,265,1.0342,2,0.8215,1.2040,0.8470,1.1807
I00699,2,"Septicaemia (except in labour), Shock",RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",220,35,45,0.8124,2,0.6037,1.5480,0.7318,1.3666
I00699,2,"Septicaemia (except in labour), Shock",R1H,"BARTS HEALTH NHS TRUST",1255,200,235,0.8426,2,0.8105,1.2185,0.8421,1.1875
I00699,2,"Septicaemia (except in labour), Shock",RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",1095,220,235,0.9494,2,0.8100,1.2190,0.8419,1.1878
I00699,2,"Septicaemia (except in labour), Shock",RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1190,230,270,0.8612,2,0.8222,1.2030,0.8473,1.1802
I00699,2,"Septicaemia (except in labour), Shock",RMC,"BOLTON NHS FOUNDATION TRUST",775,165,175,0.9315,2,0.7826,1.2564,0.8291,1.2062
I00699,2,"Septicaemia (except in labour), Shock",RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",490,95,95,1.0011,2,0.7139,1.3575,0.7939,1.2596
I00699,2,"Septicaemia (except in labour), Shock",RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",875,165,180,0.9256,2,0.7844,1.2538,0.8300,1.2049
I00699,2,"Septicaemia (except in labour), Shock",RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",445,110,95,1.1515,2,0.7122,1.3602,0.7930,1.2610
I00699,2,"Septicaemia (except in labour), Shock",RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",960,150,200,0.7523,3,0.7966,1.2371,0.8357,1.1966
I00699,2,"Septicaemia (except in labour), Shock",RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",985,155,185,0.8238,3,0.7891,1.2473,0.8322,1.2016
I00699,2,"Septicaemia (except in labour), Shock",RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",710,145,160,0.8879,2,0.7741,1.2683,0.8249,1.2122
I00699,2,"Septicaemia (except in labour), Shock",RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",760,155,175,0.8838,2,0.7815,1.2579,0.8285,1.2070
I00699,2,"Septicaemia (except in labour), Shock",RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1185,335,265,1.2580,1,0.8210,1.2046,0.8468,1.1809
I00699,2,"Septicaemia (except in labour), Shock",RJ6,"CROYDON HEALTH SERVICES NHS TRUST",750,155,155,1.0064,2,0.7707,1.2730,0.8233,1.2147
I00699,2,"Septicaemia (except in labour), Shock",RN7,"DARTFORD AND GRAVESHAM NHS TRUST",700,135,125,1.0639,2,0.7471,1.3071,0.8114,1.2325
I00699,2,"Septicaemia (except in labour), Shock",RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",655,170,140,1.2104,2,0.7600,1.2883,0.8180,1.2226
I00699,2,"Septicaemia (except in labour), Shock",RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",190,60,45,1.3724,2,0.5968,1.5613,0.7277,1.3742
I00699,2,"Septicaemia (except in labour), Shock",RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",370,50,75,0.6286,3,0.6833,1.4066,0.7772,1.2866
I00699,2,"Septicaemia (except in labour), Shock",RJN,"EAST CHESHIRE NHS TRUST",130,30,30,1.1330,2,0.5174,1.7290,0.6796,1.4715
I00699,2,"Septicaemia (except in labour), Shock",RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",900,170,180,0.9295,2,0.7858,1.2519,0.8306,1.2039
I00699,2,"Septicaemia (except in labour), Shock",RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",1065,300,235,1.2650,1,0.8107,1.2182,0.8422,1.1874
I00699,2,"Septicaemia (except in labour), Shock",RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",1250,280,280,1.0029,2,0.8258,1.1983,0.8489,1.1781
I00699,2,"Septicaemia (except in labour), Shock",RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",1405,315,340,0.9274,2,0.8404,1.1796,0.8550,1.1696
I00699,2,"Septicaemia (except in labour), Shock",RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",345,85,80,1.0966,2,0.6854,1.4032,0.7784,1.2847
I00699,2,"Septicaemia (except in labour), Shock",RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",1495,315,330,0.9550,2,0.8380,1.1827,0.8540,1.1710
I00699,2,"Septicaemia (except in labour), Shock",RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",310,80,70,1.1682,2,0.6713,1.4266,0.7706,1.2977
I00699,2,"Septicaemia (except in labour), Shock",RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",380,95,90,1.0962,2,0.7034,1.3741,0.7883,1.2686
I00699,2,"Septicaemia (except in labour), Shock",RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",790,185,155,1.1786,2,0.7702,1.2737,0.8230,1.2150
I00699,2,"Septicaemia (except in labour), Shock",RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",440,95,95,0.9705,2,0.7152,1.3555,0.7946,1.2585
I00699,2,"Septicaemia (except in labour), Shock",RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",265,55,40,1.3735,2,0.5848,1.5849,0.7206,1.3878
I00699,2,"Septicaemia (except in labour), Shock",RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",630,135,145,0.9168,2,0.7646,1.2818,0.8202,1.2192
I00699,2,"Septicaemia (except in labour), Shock",RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",205,60,50,1.2779,2,0.6116,1.5331,0.7364,1.3580
I00699,2,"Septicaemia (except in labour), Shock",RQX,"HOMERTON HEALTHCARE NHS FOUNDATION TRUST",305,40,55,0.7084,3,0.6346,1.4906,0.7497,1.3338
I00699,2,"Septicaemia (except in labour), Shock",RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",680,205,145,1.3772,1,0.7647,1.2816,0.8203,1.2191
I00699,2,"Septicaemia (except in labour), Shock",RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",1340,235,245,0.9500,2,0.8146,1.2130,0.8439,1.1849
I00699,2,"Septicaemia (except in labour), Shock",R1F,"ISLE OF WIGHT NHS TRUST",325,65,75,0.8772,2,0.6812,1.4101,0.7761,1.2885
I00699,2,"Septicaemia (except in labour), Shock",RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",960,240,230,1.0608,2,0.8078,1.2220,0.8409,1.1892
I00699,2,"Septicaemia (except in labour), Shock",RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",530,120,105,1.1327,2,0.7254,1.3397,0.8001,1.2499
I00699,2,"Septicaemia (except in labour), Shock",RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",1420,235,265,0.8782,2,0.8213,1.2042,0.8469,1.1808
I00699,2,"Septicaemia (except in labour), Shock",RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",425,105,100,1.0661,2,0.7161,1.3541,0.7951,1.2577
I00699,2,"Septicaemia (except in labour), Shock",RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",1795,375,410,0.9192,2,0.8541,1.1624,0.8605,1.1622
I00699,2,"Septicaemia (except in labour), Shock",RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",1365,265,245,1.0970,2,0.8136,1.2144,0.8435,1.1856
I00699,2,"Septicaemia (except in labour), Shock",RJ2,"LEWISHAM AND GREENWICH NHS TRUST",1555,335,325,1.0307,2,0.8369,1.1841,0.8535,1.1716
I00699,2,"Septicaemia (except in labour), Shock",REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1830,310,380,0.8218,3,0.8489,1.1690,0.8584,1.1649
I00699,2,"Septicaemia (except in labour), Shock",R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",1090,195,240,0.7991,3,0.8129,1.2152,0.8432,1.1860
I00699,2,"Septicaemia (except in labour), Shock",RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",720,140,150,0.9576,2,0.7653,1.2807,0.8206,1.2186
I00699,2,"Septicaemia (except in labour), Shock",R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",1575,310,305,1.0150,2,0.8330,1.1891,0.8519,1.1738
I00699,2,"Septicaemia (except in labour), Shock",RPA,"MEDWAY NHS FOUNDATION TRUST",745,160,160,1.0137,2,0.7733,1.2694,0.8245,1.2128
I00699,2,"Septicaemia (except in labour), Shock",RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",2020,435,420,1.0431,2,0.8558,1.1604,0.8611,1.1613
I00699,2,"Septicaemia (except in labour), Shock",RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",680,160,150,1.0460,2,0.7680,1.2769,0.8219,1.2167
I00699,2,"Septicaemia (except in labour), Shock",RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",970,245,210,1.1494,2,0.8009,1.2313,0.8377,1.1937
I00699,2,"Septicaemia (except in labour), Shock",RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",285,70,55,1.2536,2,0.6412,1.4787,0.7535,1.3271
I00699,2,"Septicaemia (except in labour), Shock",RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",880,235,200,1.1635,2,0.7966,1.2371,0.8357,1.1966
I00699,2,"Septicaemia (except in labour), Shock",RVJ,"NORTH BRISTOL NHS TRUST",715,160,170,0.9320,2,0.7800,1.2599,0.8278,1.2080
I00699,2,"Septicaemia (except in labour), Shock",RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",795,190,180,1.0756,2,0.7846,1.2536,0.8300,1.2048
I00699,2,"Septicaemia (except in labour), Shock",RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",530,140,115,1.1951,2,0.7378,1.3210,0.8066,1.2398
I00699,2,"Septicaemia (except in labour), Shock",RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1035,245,225,1.0971,2,0.8059,1.2245,0.8400,1.1905
I00699,2,"Septicaemia (except in labour), Shock",RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",1210,305,275,1.1063,2,0.8239,1.2008,0.8480,1.1792
I00699,2,"Septicaemia (except in labour), Shock",RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",750,210,165,1.2681,1,0.7779,1.2628,0.8268,1.2095
I00699,2,"Septicaemia (except in labour), Shock",RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",1775,375,370,1.0086,2,0.8472,1.1711,0.8577,1.1659
I00699,2,"Septicaemia (except in labour), Shock",RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",1055,270,260,1.0433,2,0.8189,1.2074,0.8458,1.1823
I00699,2,"Septicaemia (except in labour), Shock",RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",665,200,155,1.2891,1,0.7701,1.2738,0.8230,1.2151
I00699,2,"Septicaemia (except in labour), Shock",RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",2150,430,480,0.8957,2,0.8649,1.1492,0.8645,1.1567
I00699,2,"Septicaemia (except in labour), Shock",RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",750,155,160,0.9746,2,0.7734,1.2692,0.8246,1.2127
