INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RVJ,"NORTH BRISTOL NHS TRUST",RVJ21,"COSSHAM HOSPITAL",*,*,740,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BS15 1LF
I00699,RVJ,"NORTH BRISTOL NHS TRUST",RVJ13,"EMERSONS GREEN NHS TREATMENT CENTRE",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,BS16 7FH
I00699,RVJ,"NORTH BRISTOL NHS TRUST",RVJ01,"SOUTHMEAD HOSPITAL",0.9768,2,83575,2140,2190.0000,0.9352,1.0678,0.8596,1.1634,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BS10 5NB
I00699,RVJ,"NORTH BRISTOL NHS TRUST",RVJ74,"THE WILLOWS SURGERY",*,*,85,0,*,*,*,*,*,GP PRACTICES,ONE,TRUST,BS16 5FJ
I00699,RVJ,"NORTH BRISTOL NHS TRUST",RVJJ8,"WESTON GENERAL HOSPITAL",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BS23 4TQ
I00699,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",RNNBF,"BRAMPTON HOSPITAL",*,*,15,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA8 1TX
I00699,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",RNNCB,"COCKERMOUTH HOSPITAL",*,*,20,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA13 9HT
I00699,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",RNN62,"CUMBERLAND INFIRMARY",1.0759,2,28995,1210,1125.0000,0.9103,1.0957,0.8549,1.1697,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,CA2 7HY
I00699,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",RNNBD,"KESWICK HOSPITAL",*,*,25,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA12 5PH
I00699,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",RNNBE,"PENRITH HOSPITAL",*,*,20,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA11 8HX
I00699,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",RNNBX,"WEST CUMBERLAND HOSPITAL",1.1733,2,15365,650,555.0000,0.8739,1.1383,0.8458,1.1824,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA28 8JG
I00699,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",RNN42,"WORKINGTON COMMUNITY HOSPITAL",*,*,35,15,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA14 2RW
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",NT421,"BMI - THE KINGS OAK HOSPITAL",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,EN2 8SD
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",NT451,"BMI THE CAVELL HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,EN2 7PR
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",NTY28,"HIGHGATE PRIVATE HOSPITAL",*,*,35,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,N6 4DJ
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",RAPNM,"NORTH MIDDLESEX HOSPITAL",1.4551,2,200,30,20.0000,0.4398,1.9242,0.6251,1.5998,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,N18 1QX
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",NTY17,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",.,"NOT PROVIDED",0.9103,2,35325,1045,1145.0000,0.9112,1.0947,0.8551,1.1694,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",RVWAA,"UNIVERSITY HOSPITAL OF HARTLEPOOL",*,*,1010,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS24 9AH
I00699,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",RVWAE,"UNIVERSITY HOSPITAL OF NORTH TEES",0.9624,2,51715,1660,1725.0000,0.9272,1.0767,0.8582,1.1652,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,TS19 8PE
I00699,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",RGN90,"HINCHINGBROOKE HOSPITAL",0.9828,2,27650,835,850.0000,0.8974,1.1106,0.8520,1.1737,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PE29 6NT
I00699,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",RGN80,"PETERBOROUGH CITY HOSPITAL",1.2052,1,47600,1795,1490.0000,0.9218,1.0827,0.8573,1.1665,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PE3 9GZ
I00699,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",RGN49,"STAMFORD & RUTLAND HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PE9 1UA
I00699,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",RNS01,"NORTHAMPTON GENERAL HOSPITAL (ACUTE)",0.9171,2,70335,1660,1810.0000,0.9290,1.0747,0.8586,1.1648,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NN1 5BD
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM359,"ALEXANDRA HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,SK8 2PX
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM315,"FAIRFIELD GENERAL HOSPITAL",1.1274,2,9500,520,460.0000,0.8621,1.1526,0.8422,1.1873,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL9 7TD
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RW601,"FAIRFIELD GENERAL HOSPITAL",1.0341,2,11020,535,515.0000,0.8695,1.1436,0.8445,1.1842,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL9 7TD
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM364,"HEARTLY GREEN",*,*,25,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M44 6JX
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM309,"MANCHESTER SKIN CARE NORTH HUB - ANCOATS",*,*,10,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M28 1LT
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM318,"NORTH MANCHESTER GENERAL HOSPITAL",*,*,160,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,M8 5RB
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RW602,"NORTH MANCHESTER GENERAL HOSPITAL",*,*,280,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,M8 5RB
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM353,"OAKLANDS HOSPITAL",*,*,50,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,M6 8AQ
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM316,"ROCHDALE INFIRMARY",0.5133,3,2945,45,85.0000,0.6991,1.3808,0.7735,1.2928,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL12 0NB
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RW604,"ROCHDALE INFIRMARY",0.6360,3,2560,45,75.0000,0.6787,1.4143,0.7631,1.3105,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL12 0NB
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM346,"ROYAL BOLTON HOSPITAL",*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL4 0JR
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM317,"ROYAL OLDHAM HOSPITAL",1.1317,2,19145,555,490.0000,0.8664,1.1474,0.8435,1.1855,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL1 2JH
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RW603,"ROYAL OLDHAM HOSPITAL",1.0741,2,24870,565,530.0000,0.8709,1.1419,0.8449,1.1836,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL1 2JH
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM301,"SALFORD ROYAL",1.0383,2,41045,1640,1580.0000,0.9240,1.0803,0.8577,1.1660,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M6 8HD
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM352,"SPIRE HOSPITAL MANCHESTER",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,M16 8AJ
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",V9V8F,"THE BEVAN INTERMEDIATE CARE UNIT",*,*,20,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M6 8HD
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM363,"THE LIMES",*,*,25,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,M27 0FN
I00699,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",RM362,"WIGAN DIALYSIS UNIT",*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WN6 7LB
I00699,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",RJL30,"DIANA, PRINCESS OF WALES HOSPITAL",1.0599,2,30300,1075,1015.0000,0.9058,1.1008,0.8540,1.1710,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN33 2BA
I00699,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",RJL31,"GOOLE & DISTRICT HOSPITAL (ACUTE)",*,*,895,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN14 6RX
I00699,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",RJL32,"SCUNTHORPE GENERAL HOSPITAL",0.9971,2,29225,1035,1040.0000,0.9069,1.0996,0.8542,1.1707,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DN15 7BH
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTFDJ,"ALNWICK INFIRMARY",*,*,85,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE66 2NS
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTFDH,"BERWICK INFIRMARY",*,*,30,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TD15 1LT
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTFDX,"BLYTH COMMUNITY HOSPITAL",*,*,20,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE24 1DX
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTFDU,"HALTWHISTLE WAR MEMORIAL HOSPITAL",1.7533,1,120,35,20.0000,0.4351,1.9372,0.6221,1.6074,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE49 9AJ
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTFDR,"HEXHAM GENERAL HOSPITAL",0.6063,3,2620,85,135.0000,0.7565,1.2933,0.8011,1.2483,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE46 1QJ
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTFFS,"NORTH TYNESIDE GENERAL HOSPITAL",1.5069,1,2770,75,50.0000,0.6140,1.5285,0.7284,1.3729,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE29 8NH
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTF86,"NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL",0.9876,2,80810,2450,2480.0000,0.9391,1.0636,0.8602,1.1626,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE23 6NZ
I00699,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",RTFED,"WANSBECK HOSPITAL",1.3284,2,1760,50,35.0000,0.5671,1.6207,0.7019,1.4247,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE63 9JJ
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",NT427,"BMI - THE PARK HOSPITAL",*,*,495,*,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG5 8RX
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RWDLP,"GRANTHAM & DISTRICT HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,NG31 8DG
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RK5BC,"KING'S MILL HOSPITAL",*,*,*,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,NG17 4JL
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RWDDA,"LINCOLN COUNTY HOSPITAL",*,*,80,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,LN2 5QY
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RX1ZZ,"NOTTINGHAM NHS TREATMENT CENTRE",*,*,1405,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG7 2FT
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RX1CC,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST - CITY CAMPUS",0.9618,2,40650,1360,1415.0000,0.9198,1.0850,0.8569,1.1670,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NG5 1PB
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RX1RA,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST - QUEEN'S MEDICAL CENTRE CAMPUS",1.0379,2,94290,2550,2455.0000,0.9388,1.0640,0.8601,1.1626,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NG7 2UH
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RWDLA,"PILGRIM HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,PE21 9QS
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RTGFG,"ROYAL DERBY HOSPITAL",*,*,40,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DE22 3NE
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",RX1SP,"THE SPIRE HOSPITAL NOTTINGHAM (NUH)",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG12 4GA
I00699,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",NVC40,"WOODTHORPE HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG5 3FZ
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",NT415,"BMI - THE FOSCOTE HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,OX16 9XP
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH19,"CHIPPING NORTON COMMUNITY HOSPITAL",*,*,80,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX7 5FA
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH02,"CHURCHILL HOSPITAL",0.8349,3,11250,330,395.0000,0.8517,1.1654,0.8389,1.1920,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 7LE
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTHD3,"GOSFORD HILL MEDICAL CENTRE (KIDLINGTON)",*,*,*,0,*,*,*,*,*,GP PRACTICES,ONE,TRUST,OX5 2NS
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTHC4,"GREAT WESTERN HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SN3 6BB
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH05,"HORTON GENERAL HOSPITAL",0.9767,2,12545,540,555.0000,0.8737,1.1385,0.8457,1.1825,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX16 9AL
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH08,"JOHN RADCLIFFE HOSPITAL",0.9030,2,89315,2015,2235.0000,0.9359,1.0671,0.8597,1.1632,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 9DU
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",I8P7R,"KATHARINE HOUSE HOSPICE",2.8523,1,120,85,30.0000,0.5321,1.6957,0.6815,1.4674,HOSPICE SERVICES,ONE,TRUST,OX17 3NL
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH90,"MANOR HOSPITAL",*,*,135,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,OX3 7RP
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH83,"MILTON KEYNES GENERAL HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,MK6 5LD
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH03,"NUFFIELD ORTHOPAEDIC CENTRE",0.3495,3,3985,10,35.0000,0.5542,1.6479,0.6944,1.4401,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 7HE
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",W0L1D,"PORTLAND HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,W1W 5AH
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH40,"SOBELL HOUSE HOSPICE",2.4987,1,170,105,40.0000,0.5901,1.5746,0.7150,1.3986,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 7LE
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH16,"WALLINGFORD COMMUNITY HOSPITAL",*,*,215,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX10 9DU
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTH21,"WANTAGE COMMUNITY HOSPITAL",*,*,40,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX12 7AS
I00699,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RTHC5,"WYCOMBE GENERAL HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HP11 2TT
I00699,RHU,"PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST",RHU03,"QUEEN ALEXANDRA HOSPITAL",0.9715,2,83830,2835,2920.0000,0.9438,1.0585,0.8608,1.1617,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,PO6 3LY
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",RHW25,"BUPA DUNEDIN HOSPITAL",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,RG1 6NS
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",RHW24,"CAPIO READING HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,RG1 6UZ
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",RHW03,"KING EDWARD VII HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT SPECIALIST,ONE,PRIVATE,SL4 3DP
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",RHW37,"ROYAL BERKSHIRE BRACKNELL HEALTHSPACE",*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG12 9BG
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",RHW01,"ROYAL BERKSHIRE HOSPITAL",1.0233,2,65725,1910,1865.0000,0.9300,1.0736,0.8587,1.1645,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG1 5AN
I00699,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",RHW05,"WEST BERKSHIRE COMMUNITY HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG18 3AS
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",REF86,"HELSTON HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR13 8DR
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",REF12,"ROYAL CORNWALL HOSPITAL (TRELISKE)",1.0321,2,57010,1975,1915.0000,0.9308,1.0727,0.8589,1.1643,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR1 3LJ
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",REF81,"ST AUSTELL COMMUNITY HOSPITAL",*,*,145,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PL26 6AD
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",REF89,"ST MARY'S HOSPITAL",*,*,*,0,*,*,*,*,*,DENTISTS,ONE,TRUST,TR21 0LE
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",REF02,"ST MICHAEL'S HOSPITAL",*,*,1675,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR27 4JA
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",REF01,"WEST CORNWALL HOSPITAL (PENZANCE)",1.1874,2,490,45,40.0000,0.5759,1.6029,0.7069,1.4146,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR18 2PF
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",O0J8Z,"BRIDGWATER SATELLITE DIALYSIS UNIT",*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,TA6 5JT
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",RH8D6,"EXETER COMMUNITY HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX1 3RB
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",RH858,"EXMOUTH HOSPITAL",*,*,10,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX8 2JN
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",RH802,"HEAVITREE HOSPITAL",*,*,45,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX1 2ED
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",RBZ92,"HOLSWORTHY HOSPITAL",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX22 6JQ
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",RH854,"HONITON HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX14 2DE
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",RBZ91,"ILFRACOMBE",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX34 8JF
I00699,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",RBZ01,"LITCHDON MEDICAL CENTRE",*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX32 9LL
