INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",RYJ04,"QUEEN CHARLOTTE'S HOSPITAL",*,*,23480,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,W12 0HS
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",RYJ05,"ST CHARLES HOSPITAL",*,*,*,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,W10 6DZ
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",RYJ01,"ST MARY'S HOSPITAL (HQ)",0.7589,3,38640,600,790.0000,0.8935,1.1150,0.8510,1.1750,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,W2 1NY
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",RYJ07,"WESTERN EYE HOSPITAL",*,*,195,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NW1 5QH
I00699,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",.,"NOT PROVIDED",0.8292,2,2005,120,140.0000,0.7608,1.2871,0.8030,1.2453,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,R1F,"ISLE OF WIGHT NHS TRUST",RHU03,"QUEEN ALEXANDRA HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,PO6 3LY
I00699,R1F,"ISLE OF WIGHT NHS TRUST",R1F01,"ST MARY'S HOSPITAL",0.9309,2,19325,785,845.0000,0.8971,1.1109,0.8519,1.1738,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PO30 5TG
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGP75,"JAMES PAGET UNIVERSITY HOSPITAL",1.0733,2,30100,1430,1330.0000,0.9174,1.0876,0.8564,1.1677,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,NR31 6LA
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,*,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",RNQ51,"KETTERING GENERAL HOSPITAL",1.1224,2,45400,1535,1365.0000,0.9185,1.0864,0.8566,1.1674,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NN16 8UZ
I00699,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",RNQ27,"WOODLAND HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NN16 8XF
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",RJZ10,"KINGS @ QUEEN MARY'S HOSPITAL SIDCUP",*,*,195,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,DA14 6LT
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",RJZ31,"KINGS @BECKENHAM BEACON",*,*,15,0,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,BR3 3QL
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",RJZ33,"KINGS COLLEGE DENTAL HOSPITAL",*,*,85,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SE5 9RS
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",RJZ01,"KING'S COLLEGE HOSPITAL (DENMARK HILL)",0.9959,2,51460,1245,1250.0000,0.9149,1.0905,0.8559,1.1684,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,SE5 9RS
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",RJZ70,"ORPINGTON HOSPITAL",0.7424,3,2825,65,90.0000,0.7040,1.3731,0.7759,1.2887,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BR6 9JU
I00699,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",RJZ30,"PRINCESS ROYAL UNIVERSITY HOSPITAL",1.0561,2,39675,1345,1275.0000,0.9157,1.0896,0.8561,1.1681,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BR6 8ND
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",RAX01,"KINGSTON HOSPITAL",0.7793,3,58560,980,1255.0000,0.9151,1.0903,0.8559,1.1683,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,KT2 7QB
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",RAX04,"QUEEN MARY'S HOSPITAL",*,*,10,0,*,*,*,*,*,MENTAL HEALTH - COMMUNITY & RESIDENTIAL - NHS,ONE,TRUST,SW15 5PN
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",AX001,"THE NEW VICTORIA HOSPITAL",*,*,95,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,PRIVATE,KT2 7EG
I00699,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",RXN05,"BURNLEY GENERAL HOSPITAL",*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BB10 2PQ
I00699,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",RXN01,"CHORLEY & SOUTH RIBBLE HOSPITAL",0.8884,2,11750,500,565.0000,0.8749,1.1371,0.8460,1.1820,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PR7 1PP
I00699,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",RXN02,"ROYAL PRESTON HOSPITAL",1.0096,2,62055,1555,1540.0000,0.9231,1.0812,0.8575,1.1662,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PR2 9HT
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",RR819,"CHAPEL ALLERTON HOSPITAL",*,*,1850,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,LS7 4SA
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",RR802,"LEEDS DENTAL HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,LS2 9LU
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",RR801,"LEEDS GENERAL INFIRMARY",1.0727,2,41565,795,740.0000,0.8903,1.1188,0.8502,1.1761,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,LS1 3EX
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",RR808,"NUFFIELD HEALTH LEEDS HOSPITAL",*,*,710,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,LS1 3EB
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",RR809,"SPIRE LEEDS HOSPITAL",*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,LS8 1NT
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",RR813,"ST JAMES'S UNIVERSITY HOSPITAL",1.1177,2,52905,2790,2495.0000,0.9393,1.0634,0.8602,1.1625,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,LS9 7TF
I00699,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",RR807,"WHARFEDALE HOSPITAL",*,*,120,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,LS21 2LY
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",RJ231,"QUEEN ELIZABETH HOSPITAL",1.0209,2,47470,1260,1235.0000,0.9143,1.0911,0.8558,1.1685,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SE18 4QH
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",RJ230,"QUEEN MARYS HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DA14 6LT
I00699,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",RJ224,"UNIVERSITY HOSPITAL LEWISHAM",0.8555,2,38995,735,860.0000,0.8980,1.1098,0.8521,1.1735,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SE13 6LH
I00699,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",REMAH,"BROADGREEN HOSPITAL",0.7336,2,2145,10,10.0000,0.3418,2.2341,0.5609,1.7828,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,L14 3LB
I00699,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",REM71,"LEIGHTON HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,CW1 4QJ
I00699,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",REMRQ,"ROYAL LIVERPOOL UNIVERSITY HOSPITAL",1.0041,2,41080,1470,1465.0000,0.9212,1.0835,0.8571,1.1667,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,L7 8XP
I00699,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",REM21,"UNIVERSITY HOSPITAL AINTREE",0.9763,2,46160,1780,1825.0000,0.9292,1.0745,0.8586,1.1647,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,L9 7AL
I00699,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",REM30,"UNIVERSITY HOSPITAL AINTREE OUTPOSTED NEPHROLOGY CLINIC",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PR8 6PN
I00699,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",H5R4P,"WOODLANDS HOSPICE",2.1500,1,185,95,45.0000,0.5968,1.5613,0.7188,1.3912,HOSPICE SERVICES,ONE,TRUST,L9 7LA
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",R1K13,"AMBULATORY CARE & DIAGNOSTICS CENTRE",*,*,1020,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,NW10 7NS
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",NT411,"BMI - THE CLEMENTINE CHURCHILL HOSPITAL",*,*,185,*,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,HA1 3RX
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",R1K02,"CENTRAL MIDDLESEX HOSPITAL",*,*,2965,*,40.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NW10 7NS
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",R1K04,"EALING HOSPITAL",0.6616,3,27660,590,895.0000,0.8998,1.1078,0.8526,1.1729,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,UB1 3HW
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",R1K01,"NORTHWICK PARK HOSPITAL",0.8478,3,67510,1505,1775.0000,0.9282,1.0756,0.8584,1.1649,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HA1 3UJ
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",R1K03,"ST MARKS HOSPITAL",1.0327,2,1295,50,50.0000,0.6203,1.5167,0.7319,1.3663,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,HA1 3UJ
I00699,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",R1K00,"NOT PROVIDED",*,*,115,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NWF01,"BENENDEN HOSPITAL",*,*,110,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,MULTIPLE,PRIVATE,TN17 4AX
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NT409,"BMI - CHELSFIELD PARK HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,BR6 7RG
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",ADP02,"KIMS HOSPITAL (NEWNHAM COURT)",*,*,235,0,*,*,*,*,*,UNDETERMINED,MULTIPLE,PRIVATE,ME14 5FT
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",*,*,110,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,TN2 4UL
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NTP16,"PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,ME8 6AD
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",RYYD9,"SEVENOAKS HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TN13 3PG
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NT312,"SPIRE ALEXANDRA HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,MULTIPLE,PRIVATE,ME5 9PG
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NT309,"SPIRE SUSSEX HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,MULTIPLE,PRIVATE,TN37 7RE
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NT310,"SPIRE TUNBRIDGE WELLS HOSPITAL",*,*,85,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,MULTIPLE,PRIVATE,TN3 0RD
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",NXM01,"THE HORDER CENTRE - ST JOHNS ROAD",*,*,195,0,*,*,*,*,*,UNDETERMINED,MULTIPLE,PRIVATE,TN6 1XP
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",RWF03,"THE MAIDSTONE HOSPITAL",0.9814,2,27175,1020,1040.0000,0.9070,1.0995,0.8542,1.1707,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,ME16 9QQ
I00699,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",RWFTW,"THE TUNBRIDGE WELLS HOSPITAL",0.9904,2,53155,1165,1175.0000,0.9124,1.0934,0.8554,1.1691,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TN2 4QJ
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",Y9F0I,"FAIRFIELD GENERAL HOSPITAL",*,*,*,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL9 7TD
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A04,"MANCHESTER ROYAL EYE HOSPITAL",*,*,1685,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M13 9WL
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A02,"MANCHESTER ROYAL INFIRMARY",0.9328,2,42230,1090,1165.0000,0.9120,1.0938,0.8553,1.1692,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M13 9WL
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A66,"NORTH MANCHESTER GENERAL HOSPITAL",1.1015,2,36200,880,795.0000,0.8941,1.1144,0.8512,1.1748,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,M8 5RB
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A69,"ROCHDALE INFIRMARY",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL12 0NB
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A03,"ROYAL MANCHESTER CHILDREN'S HOSPITAL",1.9552,1,13895,40,20.0000,0.4474,1.9036,0.6298,1.5877,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M13 9WL
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",H5L2X,"ROYAL OLDHAM HOSPITAL",0.5301,3,875,20,40.0000,0.5712,1.6124,0.7042,1.4200,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL1 2JH
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",NT327,"SPIRE MANCHESTER HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,M20 2AF
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A05,"ST MARY'S HOSPITAL",0.8891,2,30890,10,10.0000,0.3224,2.3069,0.5476,1.8262,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M13 9WL
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A09,"TRAFFORD GENERAL HOSPITAL",0.7900,3,3715,125,155.0000,0.7714,1.2721,0.8077,1.2381,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M41 5SL
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A06,"UNIVERSITY DENTAL HOSPITAL OF MANCHESTER",*,*,35,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M15 6FH
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A08,"WITHINGTON COMMUNITY HOSPITAL",*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M20 2LR
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",R0A07,"WYTHENSHAWE HOSPITAL",0.9153,2,61710,1470,1605.0000,0.9246,1.0796,0.8578,1.1658,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M23 9LT
I00699,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,10,0,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",RPA28,"DARENT VALLEY HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DA2 8DA
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",RPA81,"KENT INSTITUTE OF MEDICINE & SURGERY",*,*,25,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,ME14 5FT
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",RPA02,"MEDWAY MARITIME HOSPITAL",1.0486,2,57290,1580,1505.0000,0.9223,1.0822,0.8573,1.1664,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,ME7 5NY
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",RPA82,"PRACTICE PLUS GROUP - SURGICAL CARE - GILLINGHAM",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,ME8 6AD
I00699,RPA,"MEDWAY NHS FOUNDATION TRUST",RPA44,"SPIRE ALEXANDRA HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,MULTIPLE,PRIVATE,ME5 9PG
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ12,"BASILDON HOSPITAL",1.0540,2,71985,1875,1780.0000,0.9284,1.0754,0.8584,1.1649,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SS16 5NL
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ88,"BRENTWOOD COMMUNITY HOSPITAL",*,*,65,*,*,*,*,*,*,COMMUNITY HEALTH - NHS & INDEPENDENT,ONE,TRUST,CM15 8DR
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ73,"CLACTON AND DISTRICT HOSPITAL",*,*,*,0,*,*,*,*,*,MENTAL HEALTH - COMMUNITY & RESIDENTIAL - NHS,MULTIPLE,TRUST,CO15 1LH
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ74,"COLCHESTER GENERAL HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,CO4 5JL
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ32,"MID ESSEX HOSPITAL",1.1333,2,54935,1860,1640.0000,0.9254,1.0787,0.8579,1.1656,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CM1 7ET
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ20,"ORSETT HOSPITAL",*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RM16 3EU
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ01,"SOUTHEND HOSPITAL",1.0509,2,50740,1755,1670.0000,0.9261,1.0780,0.8580,1.1654,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SS0 0RY
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ47,"SPIRE WELLESLEY HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,SS2 4XH
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",RAJ1K,"ST PETER'S HOSPITAL",*,*,285,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CM9 6EG
I00699,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",.,"NOT PROVIDED",*,*,155,*,*,*,*,*,*,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",RJR05,"COUNTESS OF CHESTER HOSPITAL",*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,CH2 1UL
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",RBT20,"LEIGHTON HOSPITAL",0.9547,2,50565,1410,1475.0000,0.9215,1.0831,0.8572,1.1666,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,CW1 4QJ
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",RBT24,"MID CHESHIRE NHS TREATMENT CENTRE",*,*,2920,*,10.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CW1 4QJ
I00699,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",RXF10,"DEWSBURY & DISTRICT HOSPITAL",0.7653,3,9835,180,240.0000,0.8115,1.2170,0.8244,1.2130,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WF13 4HS
I00699,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",RXF05,"PINDERFIELDS GENERAL HOSPITAL",1.0832,2,68405,2295,2120.0000,0.9342,1.0690,0.8594,1.1636,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WF1 4DG
I00699,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",RXF03,"PONTEFRACT GENERAL INFIRMARY",*,*,2640,*,25.0000,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WF8 1PL
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",RD816,"MILTON KEYNES HOSPITAL",1.0826,2,49205,1205,1115.0000,0.9099,1.0961,0.8549,1.1698,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,MK6 5LD
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RM131,"CROMER HOSPITAL",*,*,195,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NR27 0BQ
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RGP75,"JAMES PAGET UNIVERSITY HOSPITAL",*,*,40,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,NR31 6LA
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RM12K,"NORFOLK & NORWICH KIDNEY CENTRE",*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,NR5 9JA
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RM102,"NORFOLK & NORWICH UNIVERSITY HOSPITAL",1.1978,1,72780,3095,2585.0000,0.9403,1.0623,0.8603,1.1623,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NR4 7UY
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RM114,"QUEEN ELIZABETH HOSPITAL",*,*,65,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PE30 4ET
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RM12N,"SPIRE PRIVATE HOSPITAL",*,*,525,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NR4 7TD
I00699,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",RCX70,"THE QUEEN ELIZABETH HOSPITAL",0.8106,2,1295,15,20.0000,0.4451,1.9096,0.6284,1.5912,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,PE30 4ET
