INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I02038,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",1050,101680,1.0
I02038,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2625,84465,3.1
I02038,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",1150,101065,1.1
I02038,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",0,60280,0.0
I02038,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",185,41175,0.4
I02038,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",745,102365,0.7
I02038,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",0,32380,0.0
I02038,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",0,24475,0.0
I02038,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2135,101750,2.1
I02038,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",0,56585,0.0
I02038,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",400,100635,0.4
I02038,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",920,71195,1.3
I02038,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",220,24875,0.9
I02038,RQX,"HOMERTON HEALTHCARE NHS FOUNDATION TRUST",0,42450,0.0
I02038,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",1150,68980,1.7
I02038,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",470,96445,0.5
I02038,R1F,"ISLE OF WIGHT NHS TRUST",*,19325,*
I02038,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0,30100,0.0
I02038,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",0,45400,0.0
I02038,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",0,94255,0.0
I02038,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0,58665,0.0
I02038,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",1465,73830,2.0
I02038,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",805,97190,0.8
I02038,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",95,86465,0.1
I02038,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",795,89580,0.9
I02038,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",1580,100750,1.6
I02038,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",365,81080,0.5
I02038,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",335,191280,0.2
I02038,RPA,"MEDWAY NHS FOUNDATION TRUST",0,57330,0.0
I02038,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",1205,178185,0.7
I02038,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",80,53485,0.1
I02038,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3700,80880,4.6
I02038,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",0,49205,0.0
I02038,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",*,74925,*
I02038,RVJ,"NORTH BRISTOL NHS TRUST",40,84435,0.0
I02038,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",1205,44470,2.7
I02038,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",0,35585,0.0
I02038,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",15,52725,0.0
I02038,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",1105,75270,1.5
I02038,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",0,70335,0.0
I02038,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",905,111730,0.8
I02038,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",400,60415,0.7
I02038,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",8575,88210,9.7
I02038,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",3345,136990,2.4
I02038,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1435,117895,1.2
I02038,RHU,"PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST",0,83830,0.0
I02038,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",50,65785,0.1
I02038,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",1285,59345,2.2
I02038,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",1155,90015,1.3
I02038,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",285,100295,0.3
I02038,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",0,49980,0.0
I02038,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",10,58055,0.0
I02038,RNZ,"SALISBURY NHS FOUNDATION TRUST",105,34360,0.3
I02038,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2080,58380,3.6
I02038,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",2210,103590,2.1
I02038,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",970,59300,1.6
I02038,RH5,"SOMERSET NHS FOUNDATION TRUST",865,49040,1.8
I02038,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",1450,78365,1.9
I02038,R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",235,76190,0.3
I02038,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",615,40155,1.5
I02038,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",75,33780,0.2
I02038,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",20,64200,0.0
I02038,RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",505,74135,0.7
I02038,RWJ,"STOCKPORT NHS FOUNDATION TRUST",0,52585,0.0
I02038,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",15,48840,0.0
I02038,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",0,35570,0.0
I02038,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",0,58620,0.0
I02038,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",10,36100,0.0
I02038,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",6315,103890,6.1
I02038,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",0,51105,0.0
I02038,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,44895,0.0
I02038,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",0,42410,0.0
I02038,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",990,90310,1.1
I02038,RXW,"THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",565,67040,0.8
I02038,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0,42230,0.0
I02038,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",775,72005,1.1
I02038,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",695,65600,1.1
I02038,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",1075,90600,1.2
I02038,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",5725,196505,2.9
I02038,RA7,"UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST",395,84155,0.5
I02038,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",1555,101415,1.5
I02038,R0D,"UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST",135,89920,0.2
I02038,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",1235,126705,1.0
I02038,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",220,137180,0.2
I02038,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",420,48300,0.9
I02038,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",760,124065,0.6
I02038,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",690,66325,1.0
I02038,RYR,"UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST",1535,136660,1.1
I02038,RBK,"WALSALL HEALTHCARE NHS TRUST",50,62620,0.1
I02038,RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",485,35715,1.4
I02038,RWG,"WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST",55,62080,0.1
I02038,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",255,33750,0.8
I02038,RKE,"WHITTINGTON HEALTH NHS TRUST",0,23330,0.0
I02038,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",70,61495,0.1
I02038,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",505,70080,0.7
I02038,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",60,42340,0.1
I02038,RLQ,"WYE VALLEY NHS TRUST",1200,28600,4.2
I02038,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",0,28935,0.0
I02038,RCB,"YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST",1375,84990,1.6
