INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01963,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,30,66895,0
I01963,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,*,94430,*
I01963,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,*,132240,*
I01963,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0,116145,0
I01963,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,6010,85465,7
I01963,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,15,63715,0
I01963,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,520,57415,0.9
I01963,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,700,86440,0.8
I01963,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,445,89925,0.5
I01963,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2420,52700,4.6
I01963,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,910,56490,1.6
I01963,RNZ,SALISBURY NHS FOUNDATION TRUST,305,32125,0.9
I01963,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,*,60450,*
I01963,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,120,108615,0.1
I01963,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,75,58150,0.1
I01963,RH5,SOMERSET NHS FOUNDATION TRUST,1765,75485,2.3
I01963,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2120,75530,2.8
I01963,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,1860,76740,2.4
I01963,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,35,39665,0.1
I01963,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,80,29300,0.3
I01963,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,60,60435,0.1
I01963,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,185,80470,0.2
I01963,RWJ,STOCKPORT NHS FOUNDATION TRUST,0,51855,0
I01963,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,210,50150,0.4
I01963,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,20,36215,0.1
I01963,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,130,68880,0.2
I01963,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,*,36065,*
I01963,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,265,104360,0.3
I01963,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1925,39780,4.8
I01963,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0,41175,0
I01963,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1410,44685,3.2
I01963,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,0,98435,0
I01963,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,*,64665,*
I01963,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,355,35785,1
I01963,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,45,72940,0.1
I01963,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2115,72440,2.9
I01963,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,450,88880,0.5
I01963,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,55,196950,0
I01963,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,405,89545,0.5
I01963,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,15,95505,0
I01963,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,55,86835,0.1
I01963,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,315,122545,0.3
I01963,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,35,144845,0
I01963,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2575,48900,5.3
I01963,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1240,129440,1
I01963,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,855,66735,1.3
I01963,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,540,125505,0.4
I01963,RBK,WALSALL HEALTHCARE NHS TRUST,455,63125,0.7
I01963,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,250,35535,0.7
I01963,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,1210,57700,2.1
I01963,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,5775,35145,16.4
I01963,RKE,WHITTINGTON HEALTH NHS TRUST,30,20390,0.1
I01963,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,40,58195,0.1
I01963,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,95,69380,0.1
I01963,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",30,40375,0.1
I01963,RLQ,WYE VALLEY NHS TRUST,0,29690,0
I01963,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,60,83450,0.1
