TIME_PERIOD,PUBLICATION_MONTH,ORDER,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL,OBSERVED,EXPECTED,ELECTIVE_DEPTH,NONELECTIVE_DEPTH,PALLIATIVE_DEATHS,PALLIATIVE_CODE
JAN18_DEC18,MAY_19,1,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.994,2,0.9349,1.0682,0.8926,1.1203,2155,2170,3.3467,3.8323,51,2.7
JAN18_DEC18,MAY_19,1,RCF,AIREDALE NHS FOUNDATION TRUST,0.9028,2,0.9088,1.0974,0.8859,1.1287,980,1085,4.2249,4.1774,27,1.5
JAN18_DEC18,MAY_19,1,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,0.9971,2,0.9271,1.0769,0.8908,1.1226,1710,1715,3.6259,5.0279,44,2.6
JAN18_DEC18,MAY_19,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9537,2,0.9461,1.056,0.8949,1.1175,3035,3185,5.3349,5.4347,38,2.1
JAN18_DEC18,MAY_19,1,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1.0086,2,0.9248,1.0794,0.8903,1.1233,1625,1610,4.054,4.624,24,1.5
JAN18_DEC18,MAY_19,1,R1H,BARTS HEALTH NHS TRUST,0.8861,3,0.9534,1.0482,0.8961,1.1159,3785,4275,5.9312,5.3171,39,1.6
JAN18_DEC18,MAY_19,1,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9966,2,0.9353,1.0678,0.8927,1.1202,2185,2190,5.4634,4.123,29,1.7
JAN18_DEC18,MAY_19,1,RC1,BEDFORD HOSPITAL NHS TRUST,1.0866,2,0.9123,1.0935,0.8869,1.1275,1275,1175,4.7114,4.8707,26,1.4
JAN18_DEC18,MAY_19,1,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1.1626,1,0.9339,1.0694,0.8924,1.1206,2435,2095,5.8941,5.6519,27,2
JAN18_DEC18,MAY_19,1,RMC,BOLTON NHS FOUNDATION TRUST,1.1917,1,0.923,1.0813,0.8898,1.1238,1830,1535,4.7513,4.4496,27,1.3
JAN18_DEC18,MAY_19,1,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9129,2,0.9343,1.0688,0.8925,1.1204,1940,2125,4.764,3.9616,25,0.8
JAN18_DEC18,MAY_19,1,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,0.991,2,0.9373,1.0655,0.8932,1.1196,2320,2340,4.3281,4.775,33,1.8
JAN18_DEC18,MAY_19,1,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,0.9921,2,0.9252,1.0789,0.8904,1.1231,1620,1630,4.6238,3.805,51,2.1
JAN18_DEC18,MAY_19,1,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,1.0148,2,0.9384,1.0644,0.8934,1.1193,2460,2425,4.5387,4.9061,41,2.4
JAN18_DEC18,MAY_19,1,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.8683,3,0.94,1.0627,0.8937,1.1189,2215,2555,3.3063,5.2471,39,2.2
JAN18_DEC18,MAY_19,1,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,0.7748,3,0.9336,1.0696,0.8923,1.1206,1610,2080,4.3109,4.5504,53,1.6
JAN18_DEC18,MAY_19,1,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1.0035,2,0.9299,1.0737,0.8915,1.1217,1870,1865,4.2717,5.1306,27,1.7
JAN18_DEC18,MAY_19,1,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1.072,2,0.9202,1.0845,0.8891,1.1247,1530,1425,2.9444,2.985,34,1.5
JAN18_DEC18,MAY_19,1,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1.0993,2,0.9427,1.0597,0.8942,1.1183,3090,2810,3.6064,3.9247,41,2.4
JAN18_DEC18,MAY_19,1,RJ6,CROYDON HEALTH SERVICES NHS TRUST,0.9584,2,0.9191,1.0858,0.8888,1.1251,1330,1390,3.6102,4.4663,45,2.3
JAN18_DEC18,MAY_19,1,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1.0725,2,0.9211,1.0835,0.8893,1.1244,1570,1460,2.5526,3.7002,52,2.1
JAN18_DEC18,MAY_19,1,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0308,2,0.9407,1.0619,0.8938,1.1188,2700,2620,4.4814,5.1823,49,2.5
JAN18_DEC18,MAY_19,1,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1.2033,1,0.9021,1.1051,0.8839,1.1313,1130,935,3.0387,3.2005,32,1.8
JAN18_DEC18,MAY_19,1,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,0.9409,2,0.9391,1.0636,0.8935,1.1192,2335,2485,3.6879,4.2893,40,2.1
JAN18_DEC18,MAY_19,1,RJN,EAST CHESHIRE NHS TRUST,1.1282,2,0.8959,1.1123,0.8819,1.1339,930,825,4.9866,5.0152,20,1.8
JAN18_DEC18,MAY_19,1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1.0794,2,0.9511,1.0506,0.8958,1.1164,4185,3875,3.4778,3.9224,22,1.3
JAN18_DEC18,MAY_19,1,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1.0495,2,0.9409,1.0616,0.8939,1.1187,2770,2640,5.8485,5.3464,32,1.9
JAN18_DEC18,MAY_19,1,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1.1361,1,0.9521,1.0496,0.8959,1.1162,4585,4035,4.5176,5.1741,29,2.2
JAN18_DEC18,MAY_19,1,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,0.9704,2,0.9414,1.0611,0.894,1.1186,2600,2680,4.9638,5.8567,32,2
JAN18_DEC18,MAY_19,1,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,0.9924,2,0.9329,1.0705,0.8922,1.1209,2015,2030,5.7175,4.9423,40,1.9
JAN18_DEC18,MAY_19,1,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,0.9223,2,0.9512,1.0506,0.8958,1.1164,3585,3885,3.0604,3.7067,46,1.9
JAN18_DEC18,MAY_19,1,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1.0507,2,0.9198,1.085,0.889,1.1249,1485,1415,5.0299,6.0339,29,1.8
JAN18_DEC18,MAY_19,1,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1.1577,1,0.9026,1.1045,0.8841,1.1311,1095,950,4.0126,4.8439,22,1.5
JAN18_DEC18,MAY_19,1,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1.0453,2,0.9434,1.059,0.8944,1.1181,3005,2875,3.993,4.4844,32,1.8
JAN18_DEC18,MAY_19,1,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0.865,3,0.9326,1.0707,0.8921,1.1209,1745,2015,3.2783,3.8006,34,1.6
JAN18_DEC18,MAY_19,1,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,0.6993,3,0.9331,1.0702,0.8922,1.1208,1435,2050,5.3506,5.7764,55,1.5
JAN18_DEC18,MAY_19,1,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1.028,2,0.9326,1.0707,0.8921,1.1209,2075,2015,3.7733,4.2807,41,2.1
JAN18_DEC18,MAY_19,1,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,0.9525,2,0.9048,1.102,0.8847,1.1303,945,990,3.7571,4.4338,28,1.5
JAN18_DEC18,MAY_19,1,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.7632,3,0.8878,1.1217,0.8793,1.1373,540,710,4.3603,4.7732,46,0.8
JAN18_DEC18,MAY_19,1,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1.0877,2,0.946,1.0561,0.8949,1.1175,3445,3165,5.4041,5.2181,29,2.2
JAN18_DEC18,MAY_19,1,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,0.7271,3,0.9447,1.0576,0.8946,1.1178,2195,3015,5.9904,5.9908,58,2.5
JAN18_DEC18,MAY_19,1,R1F,ISLE OF WIGHT NHS TRUST,0.9939,2,0.898,1.1098,0.8826,1.133,855,860,5.3077,6.1069,36,2.7
JAN18_DEC18,MAY_19,1,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.106,2,0.9229,1.0815,0.8898,1.1239,1695,1530,3.7141,5.1627,24,2.3
JAN18_DEC18,MAY_19,1,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1.07,2,0.9256,1.0785,0.8905,1.123,1765,1650,4.6921,5.219,27,1.5
JAN18_DEC18,MAY_19,1,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0.9562,2,0.9477,1.0542,0.8952,1.1171,3240,3385,4.7189,5.4228,52,2.5
JAN18_DEC18,MAY_19,1,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0.7755,3,0.9218,1.0828,0.8895,1.1242,1155,1485,3.9892,4.2392,45,1.2
JAN18_DEC18,MAY_19,1,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9715,2,0.9382,1.0646,0.8933,1.1194,2340,2410,5.4225,4.7803,47,2.3
JAN18_DEC18,MAY_19,1,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1.0806,2,0.9513,1.0504,0.8958,1.1163,4225,3910,4.016,4.591,33,1.6
JAN18_DEC18,MAY_19,1,RJ2,LEWISHAM AND GREENWICH NHS TRUST,0.9654,2,0.9395,1.0632,0.8936,1.1191,2425,2515,3.4871,3.8234,21,1
JAN18_DEC18,MAY_19,1,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.8384,3,0.9454,1.0568,0.8947,1.1176,2595,3095,4.8883,4.6419,35,1.6
JAN18_DEC18,MAY_19,1,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.043,2,0.9267,1.0773,0.8907,1.1227,1770,1700,4.2757,4.2882,39,1.2
JAN18_DEC18,MAY_19,1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1.0296,2,0.9376,1.0653,0.8932,1.1196,2430,2360,4.5555,4.7182,33,1.6
JAN18_DEC18,MAY_19,1,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,0.9396,2,0.9491,1.0528,0.8954,1.1168,3355,3575,5.4,4.9885,40,1.9
JAN18_DEC18,MAY_19,1,RPA,MEDWAY NHS FOUNDATION TRUST,1.0893,2,0.929,1.0747,0.8913,1.122,1975,1815,4.4563,4.6174,24,1.5
JAN18_DEC18,MAY_19,1,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1.0406,2,0.9212,1.0834,0.8893,1.1244,1525,1465,5.8128,4.8115,25,1.3
JAN18_DEC18,MAY_19,1,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1.1205,2,0.9303,1.0733,0.8916,1.1216,2110,1880,4.1664,4.9187,25,1.3
JAN18_DEC18,MAY_19,1,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1.0111,2,0.9438,1.0585,0.8944,1.118,2950,2920,4.3463,4.3423,31,1.7
JAN18_DEC18,MAY_19,1,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.9941,2,0.9171,1.088,0.8883,1.1258,1310,1320,4.3732,3.7645,46,1.9
JAN18_DEC18,MAY_19,1,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0609,2,0.9468,1.0553,0.895,1.1173,3460,3265,5.105,4.6289,45,2.8
JAN18_DEC18,MAY_19,1,RVJ,NORTH BRISTOL NHS TRUST,0.9397,2,0.9397,1.063,0.8936,1.119,2380,2530,4.5985,4.8711,29,1.2
JAN18_DEC18,MAY_19,1,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,0.9468,2,0.9309,1.0727,0.8917,1.1214,1815,1915,4.0562,4.751,35,2.3
JAN18_DEC18,MAY_19,1,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.8751,3,0.9231,1.0813,0.8898,1.1238,1345,1540,4.3237,4.0929,24,1.3
JAN18_DEC18,MAY_19,1,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1.0018,2,0.9338,1.0695,0.8924,1.1206,2095,2090,5.6941,5.6573,37,1.8
JAN18_DEC18,MAY_19,1,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1.0684,2,0.9416,1.0609,0.894,1.1185,2885,2700,3.007,4.1808,36,2.4
JAN18_DEC18,MAY_19,1,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1.0048,2,0.9316,1.0718,0.8919,1.1212,1970,1960,4.3647,4.1946,41,1.5
JAN18_DEC18,MAY_19,1,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,0.9826,2,0.9061,1.1005,0.8851,1.1298,1005,1020,3.0507,3.831,29,1.5
JAN18_DEC18,MAY_19,1,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1.1195,2,0.9356,1.0674,0.8928,1.1201,2480,2215,4.1125,4.8538,20,1.6
JAN18_DEC18,MAY_19,1,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1.0152,2,0.9453,1.0568,0.8947,1.1176,3140,3090,4.4023,4.7403,42,2.8
JAN18_DEC18,MAY_19,1,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1.0819,2,0.9528,1.0489,0.896,1.116,4500,4155,6.1445,6.0421,33,1.8
JAN18_DEC18,MAY_19,1,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9182,2,0.948,1.0539,0.8952,1.117,3145,3430,5.4978,5.1873,47,1.9
JAN18_DEC18,MAY_19,1,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,0.9839,2,0.951,1.0507,0.8957,1.1164,3805,3865,4.8186,5.2999,24,1.2
JAN18_DEC18,MAY_19,1,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,0.9112,2,0.9284,1.0754,0.8911,1.1221,1625,1785,3.6805,4.3272,30,1.4
JAN18_DEC18,MAY_19,1,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1.0079,2,0.9446,1.0577,0.8946,1.1178,3025,3005,4.5234,5.1969,30,1.6
JAN18_DEC18,MAY_19,1,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1.07,2,0.9305,1.0731,0.8916,1.1215,2025,1895,2.3314,3.2464,51,2.1
JAN18_DEC18,MAY_19,1,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,0.9722,2,0.9395,1.0631,0.8936,1.1191,2445,2515,4.9281,5.0468,28,1.6
JAN18_DEC18,MAY_19,1,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1.0421,2,0.9343,1.0688,0.8925,1.1204,2215,2125,3.9313,4.1516,27,1.7
JAN18_DEC18,MAY_19,1,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,0.8379,3,0.9476,1.0544,0.8952,1.1171,2820,3365,5.276,5.1399,38,1.8
JAN18_DEC18,MAY_19,1,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,1.0559,2,0.9309,1.0726,0.8917,1.1214,2025,1915,4.3278,5.509,50,3
JAN18_DEC18,MAY_19,1,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,0.786,3,0.9221,1.0824,0.8896,1.1241,1180,1500,5.2918,5.373,60,2.4
JAN18_DEC18,MAY_19,1,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1.0119,2,0.9311,1.0724,0.8918,1.1214,1950,1930,4.4619,4.7397,28,1.5
JAN18_DEC18,MAY_19,1,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,0.9504,2,0.9305,1.073,0.8917,1.1215,1805,1895,6.0602,6.4099,47,2.9
JAN18_DEC18,MAY_19,1,RNZ,SALISBURY NHS FOUNDATION TRUST,1.0026,2,0.9062,1.1004,0.8852,1.1297,1025,1025,3.988,4.2116,48,2
JAN18_DEC18,MAY_19,1,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1.0739,2,0.9316,1.0719,0.8919,1.1212,2100,1955,4.9269,4.7641,22,1
JAN18_DEC18,MAY_19,1,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9625,2,0.9502,1.0516,0.8956,1.1166,3590,3730,5.4606,5.3251,30,1.7
JAN18_DEC18,MAY_19,1,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,0.9564,2,0.9329,1.0704,0.8922,1.1208,1950,2040,4.6228,5.3595,16,0.9
JAN18_DEC18,MAY_19,1,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1.0034,2,0.9422,1.0603,0.8941,1.1184,2765,2755,5.069,5.3143,29,1.9
JAN18_DEC18,MAY_19,1,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1.067,2,0.9395,1.0631,0.8936,1.1191,2685,2515,4.5032,4.7392,29,1.4
JAN18_DEC18,MAY_19,1,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,1.0759,2,0.9445,1.0577,0.8946,1.1178,3230,3000,3.9409,5.2705,24,1.6
JAN18_DEC18,MAY_19,1,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,0.9995,2,0.9141,1.0914,0.8875,1.1268,1225,1230,4.6315,5.1431,20,1
JAN18_DEC18,MAY_19,1,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0797,2,0.9355,1.0676,0.8928,1.1201,2380,2205,4.6335,5.5088,30,2.3
JAN18_DEC18,MAY_19,1,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1.1114,2,0.9161,1.0892,0.888,1.1261,1430,1285,3.6975,4.8403,27,1.8
JAN18_DEC18,MAY_19,1,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.8401,3,0.9383,1.0645,0.8934,1.1194,2030,2415,4.6758,4.9975,50,1.8
JAN18_DEC18,MAY_19,1,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,1.0013,2,0.9375,1.0653,0.8932,1.1196,2360,2355,5.3042,4.6505,37,1.6
JAN18_DEC18,MAY_19,1,RWJ,STOCKPORT NHS FOUNDATION TRUST,0.9833,2,0.9302,1.0734,0.8916,1.1216,1845,1875,3.8678,4.163,29,1.3
JAN18_DEC18,MAY_19,1,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,0.9678,2,0.9322,1.0712,0.892,1.121,1930,1990,5.3667,6.1041,42,2.2
JAN18_DEC18,MAY_19,1,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1.2264,1,0.9157,1.0896,0.8879,1.1263,1565,1275,4.9695,5.2419,19,1.3
JAN18_DEC18,MAY_19,1,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,0.951,2,0.9327,1.0707,0.8921,1.1209,1920,2020,4.6525,4.9615,32,1.4
JAN18_DEC18,MAY_19,1,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1.1529,1,0.9348,1.0683,0.8926,1.1203,2490,2160,5.051,5.0175,24,1.5
JAN18_DEC18,MAY_19,1,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,0.9746,2,0.9101,1.0959,0.8863,1.1283,1090,1115,3.8368,3.939,42,2.1
JAN18_DEC18,MAY_19,1,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,0.9867,2,0.941,1.0615,0.8939,1.1187,2615,2650,4.8771,4.8322,32,1.6
JAN18_DEC18,MAY_19,1,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1.1413,1,0.9201,1.0846,0.8891,1.1248,1625,1425,3.5061,3.7823,26,1.2
JAN18_DEC18,MAY_19,1,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1.0018,2,0.9277,1.0762,0.891,1.1224,1750,1745,3.2251,3.7013,15,0.8
JAN18_DEC18,MAY_19,1,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1.0735,2,0.9188,1.0861,0.8887,1.1252,1480,1380,5.7622,5.9808,33,1.9
JAN18_DEC18,MAY_19,1,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,0.9566,2,0.9347,1.0684,0.8926,1.1203,2060,2155,3.4595,4.1944,49,2.7
JAN18_DEC18,MAY_19,1,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1.2083,1,0.9365,1.0664,0.893,1.1198,2755,2280,5.9018,4.7505,21,1.4
JAN18_DEC18,MAY_19,1,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,0.9159,2,0.9296,1.0741,0.8914,1.1218,1690,1845,4.9279,4.0073,24,1.4
JAN18_DEC18,MAY_19,1,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1.1185,1,0.9466,1.0555,0.895,1.1174,3625,3240,3.0642,4.1111,27,1.9
JAN18_DEC18,MAY_19,1,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,0.7252,3,0.9232,1.0812,0.8899,1.1238,1120,1545,6.5365,5.3547,40,1.5
JAN18_DEC18,MAY_19,1,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,0.9306,2,0.9459,1.0562,0.8948,1.1175,2935,3155,5.1482,6.3426,55,3.2
JAN18_DEC18,MAY_19,1,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,0.9753,2,0.9649,1.036,0.8978,1.1139,7395,7585,3.0384,4.1064,26,1.1
JAN18_DEC18,MAY_19,1,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1.0465,2,0.9271,1.0769,0.8908,1.1226,1795,1715,5.1256,4.5151,35,1.4
JAN18_DEC18,MAY_19,1,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1.094,2,0.9408,1.0618,0.8939,1.1187,2870,2625,4.0394,4.029,35,1.5
JAN18_DEC18,MAY_19,1,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,0.9888,2,0.9554,1.046,0.8965,1.1155,4625,4675,4.3198,4.5367,30,1.7
JAN18_DEC18,MAY_19,1,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,0.9934,2,0.9549,1.0465,0.8964,1.1156,4545,4575,4.2594,4.1554,29,1.5
JAN18_DEC18,MAY_19,1,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,0.9957,2,0.9292,1.0745,0.8913,1.1219,1820,1825,4.3723,4.4678,40,2.6
JAN18_DEC18,MAY_19,1,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1.0422,2,0.954,1.0476,0.8962,1.1158,4565,4380,5.738,4.8561,43,2
JAN18_DEC18,MAY_19,1,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1.1106,2,0.9373,1.0656,0.8931,1.1196,2595,2335,6.0982,4.8927,19,1.2
JAN18_DEC18,MAY_19,1,RBK,WALSALL HEALTHCARE NHS TRUST,1.1012,2,0.92,1.0848,0.889,1.1248,1565,1420,4.8861,4.9645,32,1.5
JAN18_DEC18,MAY_19,1,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1.1209,2,0.9153,1.0901,0.8878,1.1264,1415,1260,5.2551,5.4196,34,1.5
JAN18_DEC18,MAY_19,1,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,0.9565,2,0.935,1.0681,0.8927,1.1203,2075,2170,5.292,5.3365,36,1.7
JAN18_DEC18,MAY_19,1,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,0.9089,2,0.9247,1.0794,0.8903,1.1233,1465,1610,4.2575,5.8108,42,2.5
JAN18_DEC18,MAY_19,1,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,0.9791,2,0.9455,1.0567,0.8948,1.1176,3045,3110,4.672,5.2698,39,2.2
JAN18_DEC18,MAY_19,1,RA3,WESTON AREA HEALTH NHS TRUST,0.8567,3,0.9015,1.1058,0.8837,1.1316,795,925,5.4927,5.7684,39,3.3
JAN18_DEC18,MAY_19,1,RKE,WHITTINGTON HEALTH NHS TRUST,0.779,3,0.8888,1.1206,0.8796,1.1369,560,720,3.6457,4.5822,37,1.7
JAN18_DEC18,MAY_19,1,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1.0312,2,0.936,1.067,0.8929,1.12,2315,2245,4.8953,6.097,43,2.2
JAN18_DEC18,MAY_19,1,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1.1349,1,0.9401,1.0625,0.8937,1.1189,2915,2565,3.681,4.6716,32,2
JAN18_DEC18,MAY_19,1,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.091,2,0.9248,1.0794,0.8903,1.1233,1760,1610,4.9372,5.5259,38,2.3
JAN18_DEC18,MAY_19,1,RLQ,WYE VALLEY NHS TRUST,1.0592,2,0.9123,1.0935,0.8869,1.1275,1245,1175,3.6546,5.1022,28,1.8
JAN18_DEC18,MAY_19,1,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,0.9922,2,0.911,1.095,0.8866,1.128,1130,1140,3.5458,4.6913,57,3.4
JAN18_DEC18,MAY_19,1,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,0.9998,2,0.9462,1.0559,0.8949,1.1174,3195,3195,3.8779,4.2344,23,1.3
FEB18_JAN19,JUN_19,2,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.9743,2,0.9345,1.0686,0.8921,1.1209,2085,2140,3.2997,3.8098,52,2.6
FEB18_JAN19,JUN_19,2,RCF,AIREDALE NHS FOUNDATION TRUST,0.9132,2,0.9086,1.0976,0.8855,1.1293,985,1080,4.2372,4.1338,27,1.5
FEB18_JAN19,JUN_19,2,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1.0027,2,0.9268,1.0771,0.8904,1.1231,1710,1705,3.6293,5.0452,42,2.6
FEB18_JAN19,JUN_19,2,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9611,2,0.9458,1.0563,0.8944,1.118,3025,3145,5.3541,5.4586,38,2.1
FEB18_JAN19,JUN_19,2,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,0.9958,2,0.9247,1.0795,0.8899,1.1238,1600,1610,4.0808,4.6283,24,1.5
