TIME_PERIOD,PUBLICATION_MONTH,ORDER,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,PO_LL,PO_UL,OD_LL,OD_UL,OBSERVED,EXPECTED,ELECTIVE_DEPTH,NONELECTIVE_DEPTH,PALLIATIVE_DEATHS,PALLIATIVE_CODE
AUG18_JUL19,DEC_19,8,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,0.9957,2,0.9541,1.0474,0.8881,1.1261,4390,4410,6.0932,5.1473,45,1.9
AUG18_JUL19,DEC_19,8,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1.1327,1,0.9361,1.0669,0.885,1.13,2545,2250,5.8684,5.0582,26,1.4
AUG18_JUL19,DEC_19,8,RBK,WALSALL HEALTHCARE NHS TRUST,1.0844,2,0.9188,1.0861,0.8811,1.1349,1495,1375,5.3578,5.3036,30,1.4
AUG18_JUL19,DEC_19,8,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,1.0584,2,0.9148,1.0906,0.8801,1.1362,1320,1250,6.0808,5.6919,40,1.6
AUG18_JUL19,DEC_19,8,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,1.0056,2,0.9338,1.0694,0.8845,1.1306,2105,2095,5.4825,5.5187,41,1.8
AUG18_JUL19,DEC_19,8,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,0.9395,2,0.9241,1.0802,0.8824,1.1333,1485,1580,4.666,5.9953,45,2.7
AUG18_JUL19,DEC_19,8,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,1.0006,2,0.9451,1.0571,0.8866,1.1279,3070,3070,4.9815,5.4876,31,1.8
AUG18_JUL19,DEC_19,8,RA3,WESTON AREA HEALTH NHS TRUST,0.9338,2,0.8987,1.1091,0.8757,1.142,815,875,5.9712,6.5026,37,3.3
AUG18_JUL19,DEC_19,8,RKE,WHITTINGTON HEALTH NHS TRUST,0.833,3,0.8868,1.123,0.872,1.1468,580,695,4.1424,5.1975,49,2.4
AUG18_JUL19,DEC_19,8,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1.1003,2,0.9329,1.0704,0.8843,1.1308,2240,2035,5.1995,6.001,47,2.3
AUG18_JUL19,DEC_19,8,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,1.1347,1,0.94,1.0626,0.8857,1.129,2900,2560,4.1443,5.1302,34,2
AUG18_JUL19,DEC_19,8,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1.1617,1,0.9224,1.082,0.882,1.1338,1760,1515,5.654,5.9361,42,2.6
AUG18_JUL19,DEC_19,8,RLQ,WYE VALLEY NHS TRUST,1.0518,2,0.912,1.0937,0.8794,1.1371,1230,1170,3.6971,4.9653,40,2.2
AUG18_JUL19,DEC_19,8,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,0.9512,2,0.91,1.096,0.8789,1.1378,1060,1115,3.8243,4.8057,57,3.3
AUG18_JUL19,DEC_19,8,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,0.9811,2,0.9455,1.0567,0.8867,1.1278,3050,3110,3.9511,4.4671,27,1.4
SEP18_AUG19,JAN_20,9,RCF,AIREDALE NHS FOUNDATION TRUST,0.905,2,0.909,1.0972,0.8784,1.1384,985,1090,4.2008,4.1422,24,1.3
SEP18_AUG19,JAN_20,9,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,0.9839,2,0.9265,1.0775,0.8828,1.1328,1660,1690,3.9499,5.1394,41,2.3
SEP18_AUG19,JAN_20,9,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.9876,2,0.9439,1.0584,0.8862,1.1284,2895,2930,5.5256,5.6506,39,2.2
SEP18_AUG19,JAN_20,9,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,0.9939,2,0.9236,1.0807,0.8821,1.1337,1550,1560,4.459,4.9707,28,1.6
SEP18_AUG19,JAN_20,9,R1H,BARTS HEALTH NHS TRUST,0.9205,2,0.9519,1.0498,0.8875,1.1267,3690,4010,6.5562,5.4838,39,1.5
SEP18_AUG19,JAN_20,9,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0133,2,0.9334,1.0699,0.8842,1.1309,2095,2065,5.7548,4.2755,32,1.8
SEP18_AUG19,JAN_20,9,RC1,BEDFORD HOSPITAL NHS TRUST,1.1151,2,0.9109,1.095,0.879,1.1377,1270,1140,5.4624,5.5426,25,1.3
SEP18_AUG19,JAN_20,9,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1.1228,2,0.9335,1.0697,0.8843,1.1309,2330,2075,6.0879,5.7771,28,1.9
SEP18_AUG19,JAN_20,9,RMC,BOLTON NHS FOUNDATION TRUST,1.1632,1,0.922,1.0826,0.8817,1.1341,1740,1495,5.0209,4.5529,28,1.4
SEP18_AUG19,JAN_20,9,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9396,2,0.9322,1.0711,0.884,1.1312,1875,1995,4.6589,4.1358,23,0.7
SEP18_AUG19,JAN_20,9,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,0.982,2,0.9372,1.0656,0.885,1.1299,2290,2335,4.4695,4.9701,43,2.4
SEP18_AUG19,JAN_20,9,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,0.9854,2,0.9239,1.0804,0.8822,1.1336,1550,1575,4.9073,3.7194,55,2.2
SEP18_AUG19,JAN_20,9,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,0.9858,2,0.9367,1.0663,0.8849,1.1301,2260,2290,4.6604,5.0557,37,1.9
SEP18_AUG19,JAN_20,9,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.8392,3,0.9401,1.0625,0.8856,1.1292,2155,2570,3.5735,5.5076,44,2.3
SEP18_AUG19,JAN_20,9,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,0.7464,3,0.9339,1.0693,0.8843,1.1308,1565,2095,4.4947,4.9597,55,1.6
SEP18_AUG19,JAN_20,9,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1.0093,2,0.9283,1.0755,0.8832,1.1323,1795,1775,4.6822,5.4202,32,2
SEP18_AUG19,JAN_20,9,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1.0757,2,0.9188,1.0861,0.881,1.1351,1480,1375,2.9246,3.0326,35,1.5
SEP18_AUG19,JAN_20,9,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1.132,1,0.9411,1.0615,0.8857,1.129,3005,2655,4.1085,4.1304,41,2.3
SEP18_AUG19,JAN_20,9,RJ6,CROYDON HEALTH SERVICES NHS TRUST,0.935,2,0.9189,1.086,0.881,1.1351,1290,1380,3.6698,4.8484,51,2.6
SEP18_AUG19,JAN_20,9,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1.0611,2,0.9196,1.0852,0.8812,1.1349,1490,1405,2.8067,3.7395,51,1.9
SEP18_AUG19,JAN_20,9,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0893,2,0.9396,1.0631,0.8855,1.1293,2750,2525,4.3387,5.1512,50,2.5
SEP18_AUG19,JAN_20,9,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1.1886,1,0.9017,1.1055,0.8764,1.141,1105,930,2.9481,3.4205,34,1.9
SEP18_AUG19,JAN_20,9,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,0.9047,2,0.9384,1.0643,0.8852,1.1296,2195,2425,4.2568,4.5577,36,1.8
SEP18_AUG19,JAN_20,9,RJN,EAST CHESHIRE NHS TRUST,1.1394,2,0.8951,1.1132,0.8744,1.1436,925,815,5.0033,5.2007,23,2
SEP18_AUG19,JAN_20,9,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1.0905,2,0.9501,1.0517,0.8873,1.1271,4060,3720,3.835,4.2022,25,1.3
SEP18_AUG19,JAN_20,9,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1.0327,2,0.9403,1.0623,0.8856,1.1292,2665,2580,5.9598,5.1649,33,1.7
SEP18_AUG19,JAN_20,9,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1.0991,2,0.952,1.0497,0.8876,1.1267,4420,4020,4.9269,5.5466,33,2.2
SEP18_AUG19,JAN_20,9,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,0.9469,2,0.9414,1.0611,0.8858,1.1289,2540,2680,5.1298,5.9654,35,2.1
SEP18_AUG19,JAN_20,9,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,0.9688,2,0.9314,1.072,0.8838,1.1314,1885,1945,5.8349,5.0753,46,2
SEP18_AUG19,JAN_20,9,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,0.9711,2,0.9499,1.0519,0.8872,1.1271,3585,3690,3.3702,3.9399,44,1.9
SEP18_AUG19,JAN_20,9,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1.0552,2,0.9174,1.0877,0.8806,1.1356,1405,1330,5.0361,6.0131,35,2.2
SEP18_AUG19,JAN_20,9,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1.1134,2,0.9049,1.1018,0.8773,1.1398,1110,995,4.2692,5.1489,23,1.6
SEP18_AUG19,JAN_20,9,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1.0699,2,0.9426,1.0598,0.886,1.1286,3000,2805,4.1877,4.7411,35,2
SEP18_AUG19,JAN_20,9,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0.9314,2,0.9302,1.0733,0.8836,1.1318,1750,1880,3.0477,3.5229,37,1.9
SEP18_AUG19,JAN_20,9,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,0.7417,3,0.9322,1.0711,0.884,1.1312,1480,1995,5.8785,6.1503,57,1.7
SEP18_AUG19,JAN_20,9,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1.0049,2,0.9333,1.07,0.8842,1.1309,2070,2060,3.7828,4.5139,42,2
SEP18_AUG19,JAN_20,9,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,0.9638,2,0.9044,1.1025,0.8772,1.1401,950,985,3.705,4.2266,31,1.6
SEP18_AUG19,JAN_20,9,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.794,3,0.885,1.1251,0.8712,1.1478,535,670,4.6151,4.9353,49,0.9
SEP18_AUG19,JAN_20,9,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1.0355,2,0.9462,1.0559,0.8866,1.1279,3310,3195,6.1859,5.6584,34,2.5
SEP18_AUG19,JAN_20,9,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,0.6871,3,0.9448,1.0574,0.8864,1.1282,2080,3030,6.7105,6.5128,58,2.2
SEP18_AUG19,JAN_20,9,R1F,ISLE OF WIGHT NHS TRUST,1.0152,2,0.8969,1.1111,0.875,1.1429,855,845,5.6804,6.1526,50,3.4
SEP18_AUG19,JAN_20,9,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.1046,2,0.9233,1.0811,0.882,1.1337,1710,1545,4.3029,5.3229,27,2.3
SEP18_AUG19,JAN_20,9,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,0.9995,2,0.9259,1.0782,0.8826,1.133,1660,1660,5.7027,6.0908,30,1.4
SEP18_AUG19,JAN_20,9,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0.9507,2,0.9471,1.055,0.8868,1.1277,3140,3300,5.1293,5.9479,51,2.2
SEP18_AUG19,JAN_20,9,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0.765,3,0.922,1.0826,0.8817,1.1341,1145,1495,4.4823,4.4364,48,1.3
SEP18_AUG19,JAN_20,9,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9698,2,0.9373,1.0655,0.885,1.1299,2270,2340,5.5003,5.0991,52,2.3
SEP18_AUG19,JAN_20,9,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1.0982,2,0.9507,1.0511,0.8874,1.1269,4185,3810,4.1974,4.7461,34,1.7
SEP18_AUG19,JAN_20,9,RJ2,LEWISHAM AND GREENWICH NHS TRUST,0.9357,2,0.9386,1.0641,0.8853,1.1296,2285,2440,3.7745,4.2171,25,1.1
SEP18_AUG19,JAN_20,9,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0113,2,0.9516,1.0501,0.8875,1.1268,4000,3955,4.0345,4.6802,48,2.5
SEP18_AUG19,JAN_20,9,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.8423,3,0.9449,1.0573,0.8864,1.1281,2560,3040,5.2012,4.7886,35,1.5
SEP18_AUG19,JAN_20,9,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0183,2,0.9269,1.077,0.8829,1.1327,1740,1710,4.4498,4.4779,41,1.2
SEP18_AUG19,JAN_20,9,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,1.0249,2,0.9366,1.0663,0.8849,1.1301,2345,2285,4.7738,4.9679,42,1.9
SEP18_AUG19,JAN_20,9,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,0.9389,2,0.9486,1.0533,0.887,1.1274,3290,3500,5.5647,5.0759,43,2.1
SEP18_AUG19,JAN_20,9,RPA,MEDWAY NHS FOUNDATION TRUST,1.1046,2,0.9272,1.0767,0.8829,1.1326,1900,1720,4.836,4.8851,36,1.9
SEP18_AUG19,JAN_20,9,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1.0091,2,0.9208,1.0839,0.8814,1.1345,1460,1450,5.9237,4.8533,26,1.5
SEP18_AUG19,JAN_20,9,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1.1229,2,0.9289,1.0748,0.8833,1.1321,2035,1810,4.1365,4.981,34,1.6
SEP18_AUG19,JAN_20,9,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1.0693,2,0.9427,1.0597,0.886,1.1286,3005,2810,4.5534,4.4481,27,1.6
SEP18_AUG19,JAN_20,9,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0882,2,0.9142,1.0912,0.8798,1.1366,1340,1230,4.1773,3.9877,47,2
SEP18_AUG19,JAN_20,9,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.1103,2,0.9459,1.0562,0.8866,1.1279,3510,3160,5.0884,4.7472,49,3.1
SEP18_AUG19,JAN_20,9,RVJ,NORTH BRISTOL NHS TRUST,0.9097,2,0.939,1.0637,0.8853,1.1295,2250,2470,5.1711,5.1254,40,1.5
SEP18_AUG19,JAN_20,9,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,0.9507,2,0.9318,1.0717,0.8839,1.1313,1870,1965,3.9462,4.7774,34,2.4
SEP18_AUG19,JAN_20,9,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.8707,3,0.9212,1.0834,0.8815,1.1344,1275,1465,4.2869,4.0479,29,1.4
SEP18_AUG19,JAN_20,9,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,0.9755,2,0.9339,1.0693,0.8843,1.1308,2045,2100,6.1351,6.3849,40,2.2
SEP18_AUG19,JAN_20,9,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1.1118,2,0.9403,1.0623,0.8856,1.1292,2875,2585,3.1442,4.3268,36,2.5
SEP18_AUG19,JAN_20,9,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,0.9714,2,0.9327,1.0707,0.8841,1.1311,1965,2020,4.0102,4.59,40,1.4
SEP18_AUG19,JAN_20,9,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1.011,2,0.9052,1.1015,0.8774,1.1397,1015,1000,3.4812,4.752,20,1.1
SEP18_AUG19,JAN_20,9,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1.1808,1,0.9343,1.0688,0.8844,1.1307,2510,2125,4.1999,4.9862,20,1.5
SEP18_AUG19,JAN_20,9,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1.035,2,0.9451,1.0571,0.8864,1.1281,3165,3060,4.7182,4.6427,42,2.5
SEP18_AUG19,JAN_20,9,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1.0705,2,0.9528,1.0488,0.8877,1.1265,4460,4165,6.6402,6.3456,38,1.9
SEP18_AUG19,JAN_20,9,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9271,2,0.9482,1.0537,0.887,1.1274,3195,3450,5.6439,5.4643,49,2.1
SEP18_AUG19,JAN_20,9,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1.0482,2,0.9504,1.0514,0.8873,1.127,3950,3770,4.8112,5.3832,29,1.5
SEP18_AUG19,JAN_20,9,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,0.8864,2,0.928,1.0758,0.8831,1.1324,1565,1765,4.4056,4.9876,29,1.3
SEP18_AUG19,JAN_20,9,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1.037,2,0.9438,1.0585,0.8862,1.1284,3025,2920,4.8337,5.4721,38,1.8
SEP18_AUG19,JAN_20,9,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1.1366,1,0.93,1.0736,0.8835,1.1318,2120,1865,2.631,3.5605,51,2.3
SEP18_AUG19,JAN_20,9,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,0.9236,2,0.9391,1.0637,0.8854,1.1295,2290,2475,5.0153,5.0251,33,1.8
SEP18_AUG19,JAN_20,9,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1.0952,2,0.9334,1.0698,0.8843,1.1309,2265,2065,3.8734,4.0922,33,1.9
SEP18_AUG19,JAN_20,9,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,0.8137,3,0.9464,1.0556,0.8867,1.1278,2620,3220,5.5428,5.4043,35,1.5
SEP18_AUG19,JAN_20,9,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,0.7986,3,0.9225,1.082,0.8818,1.134,1210,1515,5.7041,5.8804,59,2.2
SEP18_AUG19,JAN_20,9,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1.0147,2,0.9316,1.0718,0.8839,1.1314,1985,1955,4.4558,4.7672,28,1.4
SEP18_AUG19,JAN_20,9,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,0.97,2,0.9286,1.0752,0.8832,1.1322,1735,1790,6.4348,6.5945,54,3.3
SEP18_AUG19,JAN_20,9,RNZ,SALISBURY NHS FOUNDATION TRUST,1.0395,2,0.9051,1.1016,0.8774,1.1398,1040,1000,4.1026,4.2004,47,2
SEP18_AUG19,JAN_20,9,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1.0318,2,0.9317,1.0717,0.8839,1.1314,2025,1965,5.4949,5.1627,22,1
SEP18_AUG19,JAN_20,9,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.998,2,0.9491,1.0528,0.8871,1.1273,3565,3575,5.5708,5.4114,37,2
SEP18_AUG19,JAN_20,9,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,0.94,2,0.9333,1.07,0.8842,1.1309,1935,2060,5.0515,5.5762,13,0.7
SEP18_AUG19,JAN_20,9,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,1.0218,2,0.9414,1.0611,0.8858,1.1289,2745,2685,5.0666,5.4383,30,1.8
SEP18_AUG19,JAN_20,9,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1.1068,2,0.9382,1.0646,0.8852,1.1297,2665,2405,4.3672,4.6147,31,1.4
SEP18_AUG19,JAN_20,9,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,1.0513,2,0.9448,1.0574,0.8864,1.1282,3185,3030,4.1332,5.477,25,1.8
SEP18_AUG19,JAN_20,9,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,0.9884,2,0.9138,1.0917,0.8797,1.1367,1205,1220,4.5254,5.2087,23,1.1
SEP18_AUG19,JAN_20,9,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0778,2,0.9341,1.0691,0.8844,1.1307,2275,2110,4.6562,5.3383,29,2.1
SEP18_AUG19,JAN_20,9,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,0.9807,2,0.9185,1.0864,0.8809,1.1352,1340,1365,4.1422,4.9119,37,2.2
SEP18_AUG19,JAN_20,9,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.8312,3,0.9374,1.0654,0.8851,1.1299,1950,2350,5.6535,5.6685,50,1.8
SEP18_AUG19,JAN_20,9,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,1.0725,2,0.9358,1.0672,0.8847,1.1303,2390,2230,5.4898,4.7214,36,1.7
SEP18_AUG19,JAN_20,9,RWJ,STOCKPORT NHS FOUNDATION TRUST,0.9871,2,0.9286,1.0752,0.8832,1.1322,1770,1790,4.0314,4.3699,30,1.3
SEP18_AUG19,JAN_20,9,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,0.9914,2,0.9314,1.072,0.8838,1.1314,1930,1950,5.9101,6.3895,43,2.2
SEP18_AUG19,JAN_20,9,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1.1429,1,0.9108,1.0951,0.8789,1.1378,1300,1135,5.5521,5.3973,19,1.2
SEP18_AUG19,JAN_20,9,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,0.9433,2,0.9312,1.0723,0.8838,1.1315,1825,1935,4.7645,5.2711,29,1.4
SEP18_AUG19,JAN_20,9,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,1.112,2,0.9339,1.0693,0.8844,1.1308,2335,2100,5.2695,5.4459,23,1.4
SEP18_AUG19,JAN_20,9,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1.0256,2,0.9076,1.0987,0.8781,1.1389,1085,1055,3.7405,3.8731,47,2.3
SEP18_AUG19,JAN_20,9,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,0.961,2,0.9408,1.0617,0.8857,1.1291,2530,2630,5.1293,4.843,32,1.5
SEP18_AUG19,JAN_20,9,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1.1163,2,0.9207,1.084,0.8814,1.1345,1615,1445,4.044,4.1484,32,1.3
SEP18_AUG19,JAN_20,9,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1.0108,2,0.925,1.0791,0.8824,1.1332,1640,1620,3.5441,3.9438,16,0.8
SEP18_AUG19,JAN_20,9,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1.1725,1,0.9167,1.0884,0.8804,1.1358,1535,1310,5.9763,6.0356,35,1.9
SEP18_AUG19,JAN_20,9,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,0.8839,3,0.9361,1.0669,0.8848,1.1302,1990,2250,3.4315,4.2071,56,2.9
SEP18_AUG19,JAN_20,9,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1.0979,2,0.938,1.0648,0.8852,1.1297,2630,2395,6.8624,5.5898,22,1.4
SEP18_AUG19,JAN_20,9,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,0.9834,2,0.928,1.0758,0.8831,1.1324,1735,1765,5.1665,4.0923,26,1.4
SEP18_AUG19,JAN_20,9,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1.095,2,0.9464,1.0557,0.8867,1.1278,3525,3220,3.8845,4.8016,31,2.1
SEP18_AUG19,JAN_20,9,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,0.7277,3,0.9265,1.0774,0.8828,1.1328,1230,1690,5.855,5.8465,37,1.1
SEP18_AUG19,JAN_20,9,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,0.9174,2,0.9448,1.0574,0.8864,1.1282,2780,3030,5.79,6.9615,52,2.9
SEP18_AUG19,JAN_20,9,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,0.9743,2,0.9644,1.0365,0.8892,1.1246,7185,7375,3.2652,4.2819,26,1.2
SEP18_AUG19,JAN_20,9,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1.0612,2,0.9259,1.0781,0.8826,1.133,1765,1660,5.372,4.6983,33,1.4
SEP18_AUG19,JAN_20,9,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1.0878,2,0.9407,1.0619,0.8857,1.1291,2845,2615,3.7575,3.9577,29,1.2
SEP18_AUG19,JAN_20,9,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,0.9389,2,0.9554,1.0461,0.888,1.1261,4385,4670,4.8699,5.0596,27,1.4
SEP18_AUG19,JAN_20,9,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,0.9595,2,0.9547,1.0468,0.888,1.1262,4350,4530,4.689,4.5135,31,1.6
SEP18_AUG19,JAN_20,9,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1.0007,2,0.9291,1.0746,0.8833,1.1321,1820,1815,5.3941,5.3075,35,2.2
SEP18_AUG19,JAN_20,9,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,0.9941,2,0.9542,1.0474,0.8879,1.1263,4395,4420,6.15,5.1817,45,1.9
SEP18_AUG19,JAN_20,9,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1.1255,2,0.9362,1.0668,0.8848,1.1302,2535,2255,5.8673,5.0843,26,1.5
SEP18_AUG19,JAN_20,9,RBK,WALSALL HEALTHCARE NHS TRUST,1.0853,2,0.919,1.0859,0.881,1.1351,1500,1385,5.3368,5.2839,30,1.4
SEP18_AUG19,JAN_20,9,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,1.0632,2,0.915,1.0904,0.88,1.1364,1330,1255,6.2467,5.6802,40,1.6
SEP18_AUG19,JAN_20,9,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,0.9968,2,0.9339,1.0693,0.8843,1.1308,2090,2100,5.4292,5.5113,41,1.9
SEP18_AUG19,JAN_20,9,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,0.923,2,0.9242,1.08,0.8822,1.1335,1465,1585,4.6861,6.0018,44,2.7
SEP18_AUG19,JAN_20,9,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,1.0015,2,0.9452,1.0569,0.8865,1.1281,3085,3080,5.0199,5.518,31,1.8
