INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SITE_CODE,SITE_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL,SITE_TYPE,NO_PROVIDERS_AT_SITE,SITE_OWNER,SITE_POSTCODE
I00699,RXF,MID YORKSHIRE TEACHING NHS TRUST,RXF05,PINDERFIELDS GENERAL HOSPITAL,1.112,2,66945,2435,2190,0.9352,1.0678,0.8475,1.1799,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WF1 4DG
I00699,RXF,MID YORKSHIRE TEACHING NHS TRUST,RXF03,PONTEFRACT GENERAL INFIRMARY,0.3938,3,2385,10,30,0.5153,1.7339,0.6677,1.4977,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WF8 1PL
I00699,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,RD804,BLAKELANDS HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,MK14 5HR
I00699,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,RD816,MILTON KEYNES HOSPITAL,1.066,2,49760,1320,1235,0.9144,1.091,0.8441,1.1847,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,MK6 5LD
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RM131,CROMER HOSPITAL,*,*,290,*,10,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NR27 0BQ
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RM12K,NORFOLK & NORWICH KIDNEY CENTRE,*,*,60,*,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,NR5 9JA
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RM102,NORFOLK & NORWICH UNIVERSITY HOSPITAL,1.2157,1,69750,3280,2700,0.9416,1.0609,0.8484,1.1788,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NR4 7UY
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RM12N,SPIRE PRIVATE HOSPITAL,*,*,530,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NR4 7TD
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RCX70,THE QUEEN ELIZABETH HOSPITAL,*,*,1110,*,15,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,PE30 4ET
I00699,RVJ,NORTH BRISTOL NHS TRUST,RVJ21,COSSHAM HOSPITAL,*,*,80,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BS15 1LF
I00699,RVJ,NORTH BRISTOL NHS TRUST,RVJ01,SOUTHMEAD HOSPITAL,0.9563,2,88365,2235,2340,0.9373,1.0656,0.8478,1.1795,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,BS10 5NB
I00699,RVJ,NORTH BRISTOL NHS TRUST,RVJ74,THE WILLOWS SURGERY,*,*,10,0,*,*,*,*,*,GP PRACTICES,ONE,TRUST,BS16 5FJ
I00699,RVJ,NORTH BRISTOL NHS TRUST,RVJJ8,WESTON GENERAL HOSPITAL,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BS23 4TQ
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,RNNBF,BRAMPTON HOSPITAL,*,*,10,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA8 1TX
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,RNNCB,COCKERMOUTH HOSPITAL,*,*,15,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA13 9HT
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,RNN62,CUMBERLAND INFIRMARY,0.9768,2,27050,1130,1160,0.9116,1.0942,0.8436,1.1854,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA2 7HY
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,RNNBD,KESWICK HOSPITAL,*,*,20,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA12 5PH
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,RNNBE,PENRITH HOSPITAL,*,*,15,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA11 8HX
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,RNNBX,WEST CUMBERLAND HOSPITAL,1.075,2,15175,585,545,0.8728,1.1397,0.8346,1.1982,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA28 8JG
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,RNN42,WORKINGTON COMMUNITY HOSPITAL,*,*,20,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,CA14 2RW
I00699,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,RAPNM,NORTH MIDDLESEX HOSPITAL,1.0034,2,32140,1180,1175,0.9123,1.0934,0.8437,1.1853,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,N18 1QX
I00699,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,.,NOT PROVIDED,1.1041,2,205,25,20,0.4652,1.8564,0.6377,1.568,NOT PROVIDED,ONE,NOT PROVIDED,NOT PROVIDED
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,*,*,2475,*,20,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS24 9AH
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,V5X8V,UNIVERSITY HOSPITAL OF HARTLEPOOL ELECTIVE SURGICAL HUB,*,*,220,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TS24 9AH
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,RVWAE,UNIVERSITY HOSPITAL OF NORTH TEES,0.9642,2,53725,1870,1935,0.9313,1.0722,0.8469,1.1807,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,TS19 8PE
I00699,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,E0U7H,FITZWILLIAM HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,PE3 9AQ
I00699,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,RGN90,HINCHINGBROOKE HOSPITAL,0.8636,2,28050,860,995,0.9048,1.102,0.8422,1.1874,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PE29 6NT
I00699,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,RGN73,MACMILLAN DAY CENTRE,*,*,*,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,PE3 9GZ
I00699,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,RGN80,PETERBOROUGH CITY HOSPITAL,1.1449,2,45345,1790,1565,0.9237,1.0806,0.8457,1.1824,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PE3 9GZ
I00699,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,RGN49,STAMFORD & RUTLAND HOSPITAL,*,*,15,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PE9 1UA
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,RNS01,NORTHAMPTON GENERAL HOSPITAL (ACUTE),0.88,2,72045,1705,1940,0.9313,1.0722,0.8469,1.1807,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NN1 5BD
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM359,ALEXANDRA HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,SK8 2PX
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM315,FAIRFIELD GENERAL HOSPITAL,1.0671,2,21595,1175,1100,0.9094,1.0967,0.8431,1.1861,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL9 7TD
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM309,MANCHESTER SKIN CARE NORTH HUB - ANCOATS,*,*,*,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M28 1LT
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM318,NORTH MANCHESTER GENERAL HOSPITAL,*,*,155,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,M8 5RB
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM353,OAKLANDS HOSPITAL,*,*,60,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,M6 8AQ
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM316,ROCHDALE INFIRMARY,0.5173,3,7465,105,200,0.7952,1.239,0.809,1.2361,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL12 0NB
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM346,ROYAL BOLTON HOSPITAL,*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,BL4 0JR
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM317,ROYAL OLDHAM HOSPITAL,1.0905,2,47795,1210,1110,0.9098,1.0963,0.8432,1.1859,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,OL1 2JH
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM301,SALFORD ROYAL,1.0925,2,38615,1745,1600,0.9245,1.0797,0.8459,1.1822,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,M6 8HD
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,V9V8F,THE BEVAN INTERMEDIATE CARE UNIT,*,*,50,*,*,*,*,*,*,UNDETERMINED,ONE,TRUST,M6 8HD
I00699,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,RM362,WIGAN DIALYSIS UNIT,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,WN6 7LB
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,RJL30,"DIANA, PRINCESS OF WALES HOSPITAL",1.0631,2,33955,1195,1125,0.9104,1.0956,0.8433,1.1858,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN33 2BA
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,RJL31,GOOLE & DISTRICT HOSPITAL (ACUTE),*,*,790,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,DN14 6RX
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,RJL32,SCUNTHORPE GENERAL HOSPITAL,0.9931,2,32150,1115,1125,0.9103,1.0957,0.8433,1.1858,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,DN15 7BH
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTFDJ,ALNWICK INFIRMARY,*,*,80,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE66 2NS
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTFDH,BERWICK INFIRMARY,*,*,25,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TD15 1LT
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTFDX,BLYTH COMMUNITY HOSPITAL,*,*,15,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE24 1DX
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTFDU,HALTWHISTLE WAR MEMORIAL HOSPITAL,1.6647,1,110,30,20,0.4329,1.9435,0.6178,1.6186,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE49 9AJ
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTFDR,HEXHAM GENERAL HOSPITAL,0.706,3,2580,95,135,0.7558,1.2944,0.7929,1.2613,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE46 1QJ
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTFFS,NORTH TYNESIDE GENERAL HOSPITAL,1.4,1,2425,70,50,0.6168,1.5232,0.7248,1.3796,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE29 8NH
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTF86,NORTHUMBRIA SPECIALIST EMERGENCY CARE HOSPITAL,0.8878,2,86890,2425,2730,0.9419,1.0606,0.8484,1.1787,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE23 6NZ
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,RTFED,WANSBECK HOSPITAL,0.9561,2,2305,40,40,0.5804,1.5938,0.7049,1.4186,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NE63 9JJ
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NT427,BMI - THE PARK HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG5 8RX
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,T7Z3G,COMMUNITY EYECARE SURGICAL CENTRE (NUH),*,*,25,0,*,*,*,*,*,COMMUNITY BASED ADULT SOCIAL CARE SERVICES,ONE,TRUST,NG8 5DG
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,RK5BC,KING'S MILL HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,NG17 4JL
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,RX1ZZ,NOTTINGHAM NHS TREATMENT CENTRE,*,*,1100,*,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG7 2FT
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,RX1CC,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST - CITY CAMPUS,1.032,2,41865,1435,1390,0.9191,1.0857,0.8449,1.1835,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NG5 1PB
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,RX1RA,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST - QUEEN'S MEDICAL CENTRE CAMPUS,1.0582,2,89140,2510,2370,0.9377,1.0651,0.8478,1.1795,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,NG7 2UH
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,S5K0J,RNOH STANMORE (NUH),*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS SPECIALIST,ONE,TRUST,HA7 4LP
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,RX1PH,THE PARK HOSPITAL NOTTINGHAM (NUH),*,*,100,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG5 8RX
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,RX1SP,THE SPIRE HOSPITAL NOTTINGHAM (NUH),*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,NG12 4GA
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NT415,BMI - THE FOSCOTE HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,OX16 9XP
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH19,CHIPPING NORTON COMMUNITY HOSPITAL,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX7 5FA
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH02,CHURCHILL HOSPITAL,0.7396,3,11195,295,395,0.8519,1.1652,0.8287,1.2068,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 7LE
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTHC4,GREAT WESTERN HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,SN3 6BB
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH05,HORTON GENERAL HOSPITAL,0.9266,2,11590,535,580,0.8764,1.1353,0.8356,1.1968,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX16 9AL
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH08,JOHN RADCLIFFE HOSPITAL,0.902,2,88965,2090,2320,0.9371,1.0658,0.8478,1.1796,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 9DU
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,I8P7R,KATHARINE HOUSE HOSPICE,3.1337,1,145,110,35,0.5615,1.6325,0.6943,1.4403,HOSPICE SERVICES,ONE,TRUST,OX17 3NL
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH90,MANOR HOSPITAL,*,*,90,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,OX3 7RP
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH83,MILTON KEYNES GENERAL HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,MK6 5LD
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH03,NUFFIELD ORTHOPAEDIC CENTRE,0.3429,3,3675,10,35,0.5577,1.6405,0.6922,1.4448,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 7HE
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,W0L1D,PORTLAND HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,W1W 5AH
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH40,SOBELL HOUSE HOSPICE,3.1704,1,265,205,65,0.6592,1.4471,0.7471,1.3386,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX3 7LE
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH16,WALLINGFORD COMMUNITY HOSPITAL,*,*,175,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX10 9DU
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,RTH21,WANTAGE COMMUNITY HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,OX12 7AS
I00699,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,RHU03,QUEEN ALEXANDRA HOSPITAL,0.9567,2,85465,2890,3020,0.9447,1.0575,0.8487,1.1782,ACUTE HOSPITAL - NHS NON-SPECIALIST,MULTIPLE,TRUST,PO6 3LY
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,RHW25,BUPA DUNEDIN HOSPITAL,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,RG1 6NS
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,RHW24,CAPIO READING HOSPITAL,*,*,45,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT NON-SPECIALIST,ONE,PRIVATE,RG1 6UZ
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,RHW03,KING EDWARD VII HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT SPECIALIST,ONE,PRIVATE,SL4 3DP
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,RHW37,ROYAL BERKSHIRE BRACKNELL HEALTHSPACE,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG12 9BG
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,RHW01,ROYAL BERKSHIRE HOSPITAL,0.9536,2,63635,1815,1905,0.9307,1.0729,0.8468,1.1809,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG1 5AN
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,RHW05,WEST BERKSHIRE COMMUNITY HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,RG18 3AS
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,REF86,HELSTON HOSPITAL,*,*,15,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR13 8DR
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,REF12,ROYAL CORNWALL HOSPITAL (TRELISKE),0.9942,2,55455,1960,1970,0.9318,1.0716,0.847,1.1806,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR1 3LJ
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,U5U2U,ROYAL CORNWALL ST MICHAEL'S ELECTIVE SURGICAL HUB,*,*,420,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR27 4JA
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,REF81,ST AUSTELL COMMUNITY HOSPITAL,*,*,50,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,PL26 6AD
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,REF89,ST MARY'S HOSPITAL,*,*,*,0,*,*,*,*,*,DENTISTS,ONE,TRUST,TR21 0LE
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,REF02,ST MICHAEL'S HOSPITAL,*,*,1210,*,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR27 4JA
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,REF01,WEST CORNWALL HOSPITAL (PENZANCE),0.5328,3,265,10,25,0.4724,1.8377,0.6421,1.5573,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,TR18 2PF
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,O0J8Z,BRIDGWATER SATELLITE DIALYSIS UNIT,*,*,30,0,*,*,*,*,*,UNDETERMINED,ONE,TRUST,TA6 5JT
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH8D6,EXETER COMMUNITY HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX1 3RB
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH858,EXMOUTH HOSPITAL,*,*,*,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX8 2JN
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH802,HEAVITREE HOSPITAL,*,*,45,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX1 2ED
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,E8Q7Z,HOLSWORTHY HOSPITAL,*,*,10,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX22 6JQ
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH854,HONITON HOSPITAL,*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX14 2DE
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Q1L3X,LITCHDON MEDICAL CENTRE,*,*,30,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX32 9LL
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH868,MARDON NEURO-REHABILITATION CENTRE,*,*,20,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX2 4UD
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH8K6,NHS NIGHTINGALE HOSPITAL EXETER,*,*,405,0,*,*,*,*,*,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX2 7JG
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH880,NORTH DEVON DISTRICT HOSPITAL,1.082,2,21710,940,870,0.8984,1.1093,0.8409,1.1893,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX31 4JB
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH801,ROYAL DEVON & EXETER HOSPITAL (WONFORD),0.9303,2,62050,2075,2230,0.9358,1.0672,0.8476,1.1798,ACUTE HOSPITAL - NHS NON-SPECIALIST,ONE,TRUST,EX2 5DW
I00699,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,RH8G3,SATELLITE RENAL DIALYSIS UNIT,*,*,25,0,*,*,*,*,*,ACUTE HOSPITAL - INDEPENDENT SPECIALIST,ONE,PRIVATE,EX31 3NJ
