INDICATOR_CODE,DIAGNOSIS_GROUP,AIC_FULL,SCHWARTZ_FULL,NEG2LOGL_FULL,AIC_INTERCEPT,SCHWARTZ_INTERCEPT,NEG2LOGL_INTERCEPT,LIKELIHOOD_RATIO_CHI_SQUARE,LIKELIHOOD_RATIO_DF,LIKELIHOOD_RATIO_P_VALUE,SCORE_CHI_SQUARE,SCORE_DF,SCORE_P_VALUE,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE,PERCENT_CONCORDANT,PERCENT_DISCORDANT,PERCENT_TIED,PAIRS,SOMERS_D,GAMMA,TAU_A,C
I00699,48,11673.1159,11991.1609,11599.1159,13820.0605,13828.6563,13818.0605,2218.9445,36,0,2025.1065,36,0,1283.0989,36,0,81.5851,18.3899,0.025,63626266,0.632,0.6321,0.0503,0.816
I00699,49,2799.7009,3088.8816,2725.7009,3394.5722,3402.3879,3392.5722,666.8712,36,0,878.5742,36,0,396.6684,36,0,86.2986,13.6681,0.0333,6130498,0.7263,0.7265,0.0265,0.8632
I00699,50,24150.3453,24527.5856,24076.3453,29789.9697,29800.1654,29787.9697,5711.6244,36,0,8224.5511,36,0,3797.4679,36,0,86.536,13.434,0.03,555025360,0.731,0.7312,0.0207,0.8655
I00699,51,13259.5113,13538.518,13185.5113,14227.802,14235.3427,14225.802,1040.2907,36,0,943.5014,36,0,831.9117,36,0,68.8413,31.1207,0.0379,31886646,0.3772,0.3773,0.1242,0.6886
I00699,52,10905.4807,11319.9268,10831.4807,12907.8621,12919.0633,12905.8621,2074.3814,36,0,3662.2199,36,0,1626.5928,36,0,88.4773,11.5007,0.022,468868428,0.7698,0.7699,0.0025,0.8849
I00699,53,24784.7775,25162.6766,24710.7775,29039.2182,29049.4317,29037.2182,4326.4407,36,0,4745.8344,36,0,2636.525,36,0,83.4907,16.4793,0.03,545552280,0.6701,0.6703,0.018,0.8351
I00699,54,15670.6342,16003.6879,15596.6342,17158.0256,17167.027,17156.0256,1559.3914,36,0,1468.7895,36,0,1163.4855,36,0,75.0079,24.9367,0.0554,112785048,0.5007,0.501,0.0314,0.7504
I00699,55,12505.3691,12828.3276,12431.3691,14381.2396,14389.9682,14379.2396,1947.8705,36,0,2117.2337,36,0,1461.9933,36,0,79.5524,20.4107,0.0369,73773270,0.5914,0.5916,0.0419,0.7957
I00699,56,10273.2545,10622.5114,10199.2545,13239.116,13248.5554,13237.116,3037.8615,36,0,3707.0159,36,0,1932.8817,36,0,88.9825,10.9803,0.0372,114392928,0.78,0.7803,0.0207,0.89
I00699,57,106160.7556,106523.2431,106090.7556,118300.405,118310.7618,118298.405,12207.6495,34,0,13295.0187,34,0,10569.347,34,0,74.7185,25.2142,0.0672,3533193170,0.495,0.4954,0.0647,0.7475
I00699,58,29954.0856,30337.4669,29880.0856,32779.0567,32789.4183,32777.0567,2896.9711,36,0,3350.6185,36,0,2536.2194,36,0,76.5259,23.4167,0.0574,709983531,0.5311,0.5314,0.0138,0.7655
I00699,59,13323.4293,13745.4921,13249.4293,15271.6582,15283.0653,15269.6582,2020.2289,36,0,3183.0982,36,0,1666.9082,36,0,85.7652,14.204,0.0307,677623406,0.7156,0.7158,0.0022,0.8578
I00699,60,41124.6932,41479.2874,41050.6932,45639.7901,45649.3737,45637.7901,4587.0969,36,0,4607.9314,36,0,3554.4901,36,0,74.9205,25.0229,0.0566,597362493,0.499,0.4993,0.0518,0.7495
I00699,61,2157.732,2410.2777,2083.732,2349.731,2356.5565,2347.731,263.999,36,0,243.6915,36,0,173.4196,36,0,76.7492,23.191,0.0597,1839768,0.5356,0.5359,0.0425,0.7678
I00699,62,11081.9919,11405.129,11007.9919,12396.9275,12405.6609,12394.9275,1386.9356,36,0,1330.2586,36,0,962.2677,36,0,77.4672,22.4406,0.0922,61431023,0.5503,0.5508,0.0321,0.7751
I00699,63,44459.5934,44860.5612,44385.5934,52243.6439,52254.4809,52241.6439,7856.0505,36,0,9400.5086,36,0,5382.0872,36,0,83.6112,16.3328,0.056,1816596017,0.6728,0.6732,0.0173,0.8364
I00699,64,16030.7196,16304.2851,15956.7196,16654.1116,16661.5053,16652.1116,695.392,36,0,669.3991,36,0,622.4,36,0,63.3643,36.5802,0.0555,36071867,0.2678,0.268,0.1339,0.6339
I00699,65,181230.1947,181615.5174,181156.1947,188965.9347,188976.3488,188963.9347,7807.74,36,0,7379.5089,36,0,6844.3879,36,0,64.7664,35.1205,0.1131,6794658159,0.2965,0.2968,0.0664,0.6482
I00699,66,234553.7394,234945.8364,234479.7394,251924.0606,251934.6578,251922.0606,17442.3212,36,0,18278.0626,36,0,16214.3179,36,0,68.9359,30.9836,0.0805,11264711753,0.3795,0.3798,0.0978,0.6898
I00699,67,9647.7897,9989.8791,9573.7897,10212.1263,10221.372,10210.1263,636.3366,36,0,653.5214,36,0,529.5051,36,0,72.7656,27.1584,0.076,71667852,0.4561,0.4564,0.0112,0.728
I00699,68,35950.5908,36282.7779,35876.5908,42743.0766,42752.0546,42741.0766,6864.4858,36,0,6321.9515,36,0,4646.2924,36,0,78.714,21.2337,0.0523,359583640,0.5748,0.5751,0.1205,0.7874
I00699,69,20205.2302,20519.4177,20131.2302,25165.9868,25174.4784,25163.9868,5032.7566,36,0,4947.5143,36,0,3322.5369,36,0,81.8326,18.1314,0.0359,128347989,0.637,0.6372,0.1261,0.8185
I00699,70,8323.4923,8610.4697,8249.4923,9800.9212,9808.6773,9798.9212,1549.4289,36,0,1479.6495,36,0,1082.2656,36,0,79.3314,20.6115,0.0571,22449531,0.5872,0.5875,0.0885,0.7936
I00699,71,26690.114,27047.6033,26616.114,28052.5337,28062.1956,28050.5337,1434.4197,36,0,1249.3025,36,0,1008.5054,36,0,68.9047,30.9998,0.0955,342153918,0.379,0.3794,0.0193,0.6895
I00699,72,17512.1397,17877.276,17438.1397,20916.7039,20926.5725,20914.7039,3476.5642,36,0,3873.0817,36,0,1997.2504,36,0,84.6286,15.334,0.0375,279333170,0.6929,0.6932,0.019,0.8465
I00699,73,437379.1827,437792.6326,437305.1827,480878.4991,480889.6734,480876.4991,43571.3164,36,0,38101.056,36,0,29014.9939,36,0,70.4068,29.4917,0.1015,39212079746,0.4092,0.4096,0.1157,0.7046
I00699,74,63201.203,63598.7936,63127.203,83274.9506,83285.6963,83272.9506,20145.7476,36,0,24462.2349,36,0,8178.7359,36,0,88.2471,11.71,0.0429,3005663778,0.7654,0.7657,0.0391,0.8827
I00699,75,137337.1484,137730.7521,137263.1484,143804.1489,143814.7868,143802.1489,6539.0005,36,0,6306.2478,36,0,5469.9487,36,0,66.692,33.2247,0.0833,5548136150,0.3347,0.335,0.0391,0.6673
I00699,76,5405.356,5766.9172,5331.356,6679.3171,6689.089,6677.3171,1345.961,36,0,3038.708,36,0,1104.7648,36,0,88.6119,11.3625,0.0257,65945572,0.7725,0.7727,0.0061,0.8862
I00699,77,83524.0363,83862.1234,83450.0363,90203.4084,90212.5459,90201.4084,6751.3722,36,0,5940.332,36,0,4786.788,36,0,66.8548,33.0375,0.1077,1094464344,0.3382,0.3385,0.1568,0.6691
I00699,78,37918.9065,38266.5962,37844.9065,43621.3467,43630.7438,43619.3467,5774.4403,36,0,5415.8136,36,0,3617.6,36,0,77.526,22.4235,0.0505,493400320,0.551,0.5513,0.0686,0.7755
I00699,79,28612.0372,28917.3518,28538.0372,30551.4325,30559.6843,30549.4325,2011.3953,36,0,1925.2831,36,0,1723.9174,36,0,67.5507,32.3768,0.0724,142107147,0.3517,0.352,0.1245,0.6759
I00699,80,3206.5811,3439.7466,3132.5811,3559.987,3566.2887,3557.987,425.4058,36,0,399.7085,36,0,296.0445,36,0,74.2829,25.6539,0.0633,2194918,0.4863,0.4866,0.1314,0.7431
I00699,81,32161.9868,32514.8736,32087.9868,39288.8834,39298.4209,39286.8834,7198.8967,36,0,6697.8286,36,0,3325.9908,36,0,82.7306,17.2364,0.033,477059024,0.6549,0.6552,0.0595,0.8275
I00699,82,44821.9484,45243.954,44747.9484,62980.3146,62991.7201,62978.3146,18230.3661,36,0,29469.1349,36,0,9391.1018,36,0,92.8709,7.0859,0.0432,3572339031,0.8579,0.8582,0.0139,0.9289
I00699,83,42405.5102,42794.0713,42331.5102,53010.3279,53020.8296,53008.3279,10676.8177,36,0,12406.4033,36,0,4705.9822,36,0,86.4801,13.4807,0.0393,1426126890,0.73,0.7303,0.0288,0.865
I00699,84,13843.6538,14196.5529,13769.6538,16538.7811,16548.3189,16536.7811,2767.1273,36,0,3205.4701,36,0,1771.0281,36,0,84.8988,15.0757,0.0256,162067884,0.6982,0.6984,0.0215,0.8491
I00699,85,4695.1534,4972.8999,4621.1534,5641.1719,5648.6785,5639.1719,1018.0184,36,0,1081.0461,36,0,624.2953,36,0,82.5207,17.4438,0.0355,9212900,0.6508,0.651,0.0663,0.8254
I00699,86,10857.739,11207.7843,10783.739,13430.6326,13440.0932,13428.6326,2644.8936,36,0,3562.9829,36,0,1615.4295,36,0,87.431,12.5443,0.0247,118368544,0.7489,0.7491,0.0197,0.8744
I00699,87,18791.9136,19160.0836,18717.9136,24684.6688,24694.6194,24682.6688,5964.7552,36,0,7820.7415,36,0,3550.8842,36,0,89.4407,10.5352,0.0241,364501290,0.7891,0.7892,0.024,0.8945
I00699,88,3724.5211,4065.0573,3650.5211,4959.1719,4968.3756,4957.1719,1306.6508,36,0,2798.8045,36,0,820.4465,36,0,92.3845,7.603,0.0126,29127399,0.8478,0.8479,0.0092,0.9239
I00699,89,53232.1799,53586.451,53158.1799,62104.4163,62113.9912,62102.4163,8944.2364,36,0,9193.7105,36,0,6609.6837,36,0,78.379,21.5689,0.0521,884484270,0.5681,0.5684,0.0888,0.7841
I00699,90,19399.9086,19777.4626,19325.9086,25418.5779,25428.7821,25416.5779,6090.6693,36,0,8841.0855,36,0,3349.3068,36,0,90.3467,9.6282,0.0251,460655805,0.8072,0.8074,0.0187,0.9036
I00699,91,11528.4167,11895.7081,11454.4167,17541.9353,17551.8621,17539.9353,6085.5186,36,0,13579.3164,36,0,3322.546,36,0,94.7247,5.2643,0.011,236207664,0.8946,0.8947,0.0185,0.9473
I00699,92,46534.9041,46931.5556,46460.9041,58446.4973,58457.2176,58444.4973,11983.5932,36,0,15448.2552,36,0,7455.3842,36,0,87.3816,12.5886,0.0299,1902751676,0.7479,0.7482,0.0254,0.874
I00699,93,44841.6528,45144.0531,44773.6528,46940.81,46949.7041,46938.81,2165.1571,33,0,2047.4756,33,0,1908.4989,33,0,65.3623,34.5637,0.074,385219688,0.308,0.3082,0.0818,0.654
I00699,94,37431.9729,37776.8289,37357.9729,41539.9152,41549.2356,41537.9152,4179.9423,36,0,3816.7833,36,0,2915.7734,36,0,74.2163,25.7347,0.049,438769125,0.4848,0.4851,0.0625,0.7424
I00699,95,22771.1231,23127.0991,22697.1231,26494.9574,26504.5783,26492.9574,3795.8343,36,0,4931.9827,36,0,3184.5436,36,0,81.0264,18.9447,0.0289,308973144,0.6208,0.621,0.0309,0.8104
I00699,96,66890.3622,67261.878,66816.3622,76791.8382,76801.8792,76789.8382,9973.476,36,0,9379.4624,36,0,6148.5338,36,0,77.4897,22.4484,0.0619,1616678220,0.5504,0.5508,0.0619,0.7752
I00699,97,6295.0454,6601.1328,6221.0454,6924.9308,6933.2035,6922.9308,701.8855,36,0,662.677,36,0,406.284,36,0,76.2697,23.6628,0.0675,20997825,0.5261,0.5264,0.0264,0.763
I00699,98,57725.3684,58108.2284,57651.3684,69327.2095,69337.5571,69325.2095,11673.8411,36,0,11232.4609,36,0,5232.3614,36,0,82.3629,17.5922,0.0449,1774045848,0.6477,0.648,0.0433,0.8239
I00699,99,105779.0432,106145.6479,105705.0432,114377.4454,114387.3536,114375.4454,8670.4021,36,0,7854.5621,36,0,6442.5609,36,0,69.664,30.2214,0.1145,2482913268,0.3944,0.3949,0.0888,0.6972
I00699,100,17236.0404,17597.6549,17162.0404,22506.669,22516.4424,22504.669,5342.6286,36,0,7715.8132,36,0,3388.0105,36,0,88.9077,11.0716,0.0207,283743125,0.7784,0.7785,0.0262,0.8892
I00699,101,119818.8419,120221.1495,119744.8419,138320.9881,138331.8613,138318.9881,18574.1462,36,0,16510.6384,36,0,8371.5117,36,0,78.3199,21.5873,0.0928,6254337960,0.5673,0.5679,0.0467,0.7837
I00699,102,17598.1684,17987.2001,17524.1684,22882.5746,22893.089,22880.5746,5356.4062,36,0,7454.9978,36,0,3538.6656,36,0,90.5617,9.4186,0.0197,519783054,0.8114,0.8116,0.0114,0.9057
I00699,103,17254.1667,17620.5348,17180.1667,19504.1153,19514.0171,19502.1153,2321.9486,36,0,2393.4625,36,0,1475.5856,36,0,80.5801,19.3233,0.0967,263335917,0.6126,0.6132,0.0148,0.8063
I00699,104,5439.3344,5809.7493,5365.3344,6935.8431,6945.8544,6933.8431,1568.5087,36,0,2522.2333,36,0,920.3567,36,0,91.6024,8.3678,0.0298,84007936,0.8323,0.8326,0.0052,0.9162
I00699,105,4386.6011,4772.5419,4312.6011,6741.9729,6752.4037,6739.9729,2427.3717,36,0,6923.781,36,0,1416.3351,36,0,96.6009,3.3861,0.013,115473204,0.9321,0.9323,0.0034,0.9661
I00699,106,2846.092,3329.8653,2772.092,2997.4612,3010.5362,2995.4612,223.3692,36,0,1472.4274,36,0,426.4594,36,0,74.2699,25.2873,0.4428,472125148,0.4898,0.492,0,0.7449
I00699,107,46502.9441,46905.2555,46428.9441,58885.1459,58896.0192,58883.1459,12454.2018,36,0,16027.8039,36,0,6461.4649,36,0,88.1291,11.8332,0.0377,2162262141,0.763,0.7632,0.0217,0.8815
I00699,108,25665.7422,26039.1367,25591.7422,34623.4213,34633.513,34621.4213,9029.6791,36,0,12162.7112,36,0,4382.7715,36,0,90.1647,9.8045,0.0308,615895662,0.8036,0.8038,0.0311,0.9018
I00699,109,9398.391,9719.1019,9324.391,11904.9871,11913.655,11902.9871,2578.5961,36,0,2950.866,36,0,1469.193,36,0,86.4282,13.5277,0.0441,55600312,0.729,0.7293,0.0439,0.8645
I00699,110,16837.8099,17200.785,16763.8099,19427.8827,19437.6929,19425.8827,2662.0728,36,0,2644.6963,36,0,1395.911,36,0,82.1128,17.8125,0.0747,243904001,0.643,0.6435,0.0173,0.8215
I00699,111,20282.9086,20673.3946,20208.9086,24753.7305,24764.2842,24751.7305,4542.8219,36,0,5725.1585,36,0,2787.1003,36,0,87.7412,12.2316,0.0272,589334589,0.7551,0.7553,0.0111,0.8775
I00699,112,11065.173,11366.1987,10991.173,12127.823,12135.9588,12125.823,1134.65,36,0,967.8434,36,0,750.3772,36,0,72.8235,27.0818,0.0947,38645334,0.4574,0.4579,0.0555,0.7287
I00699,113,70626.4182,71039.7274,70552.4182,79170.4445,79181.6151,79168.4445,8616.0264,36,0,8565.1693,36,0,5433.3405,36,0,79.0182,20.9038,0.0779,3912393732,0.5811,0.5816,0.0165,0.7906
I00699,114,11925.5799,12325.2082,11851.5799,14558.4977,14569.2984,14556.4977,2704.9178,36,0,4350.391,36,0,2231.5993,36,0,88.2419,11.7368,0.0213,385283314,0.7651,0.7652,0.0045,0.8825
I00699,115,3745.5483,4087.0478,3661.5483,4262.9619,4271.0929,4260.9619,599.4136,41,0,734.7855,41,0,461.0171,41,0,81.5842,18.321,0.0948,10344691,0.6326,0.6332,0.0208,0.8163
I00699,116,5495.336,5886.0716,5411.336,7221.9497,7231.2529,7219.9497,1808.6137,41,0,6243.3367,41,0,1527.7648,41,0,88.6631,11.2172,0.1197,49407966,0.7745,0.7754,0.0116,0.8872
I00699,117,17697.9297,17942.6227,17647.9297,24654.1558,24663.9435,24652.1558,7004.2261,24,0,16268.7894,24,0,5809.0039,24,0,88.5082,11.2991,0.1927,320915385,0.7721,0.7736,0.0286,0.886
I00699,118,7160.3555,7461.5594,7102.3555,7893.9897,7904.376,7891.9897,789.6341,28,0,4390.609,28,0,1225.9338,28,0,73.2302,26.3479,0.4218,133572491,0.4688,0.4708,0.0022,0.7344
I00699,119,14767.6881,15116.285,14701.6881,17731.725,17742.2885,17729.725,3028.0369,32,0,13153.8748,32,0,,31,,80.1627,19.507,0.3303,399491352,0.6066,0.6086,0.0059,0.8033
I00699,120,89941.764,90316.1045,89867.764,99800.5868,99810.7041,99798.5868,9930.8229,36,0,9075.0126,36,0,7300.1413,36,0,73.7673,26.0694,0.1634,2394979822,0.477,0.4778,0.0682,0.7385
I00699,121,16968.1857,17347.9007,16894.1857,22368.7755,22379.038,22366.7755,5472.5897,36,0,7856.1339,36,0,2456.3899,36,0,91.04,8.9193,0.0407,413433744,0.8212,0.8215,0.0152,0.9106
I00699,122,14785.6062,15157.4946,14711.6062,20119.0223,20129.0733,20117.0223,5405.4161,36,0,9060.304,36,0,2731.2175,36,0,91.853,8.1115,0.0356,307573530,0.8374,0.8377,0.0176,0.9187
I00699,123,55964.2102,56353.5226,55890.2102,68004.2561,68014.778,68002.2561,12112.0459,36,0,12668.1055,36,0,6056.8515,36,0,84.0486,15.8855,0.0659,1972680073,0.6816,0.6821,0.0357,0.8408
