INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00731,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",15,5475,0
I00731,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",10,2920,0
I00731,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",50,10065,0
I00731,RVJ,"NORTH BRISTOL NHS TRUST",45,8615,1
I00731,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",30,4060,1
I00731,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",*,1780,*
I00731,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",20,4925,0
I00731,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",20,5145,0
I00731,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",45,6660,1
I00731,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",115,11900,1
I00731,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",30,5055,1
I00731,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",40,5935,1
I00731,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",150,17445,1
I00731,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",85,16480,1
I00731,RHU,"PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST",55,10240,1
I00731,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",15,6930,0
I00731,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",70,8325,1
I00731,RH8,"ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",70,12275,1
I00731,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",55,12325,0
I00731,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",25,5940,0
I00731,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",20,4610,0
I00731,RNZ,"SALISBURY NHS FOUNDATION TRUST",15,3050,0
I00731,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",25,5980,0
I00731,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",135,17640,1
I00731,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",20,3690,1
I00731,RH5,"SOMERSET NHS FOUNDATION TRUST",20,4655,0
I00731,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",90,16265,1
I00731,R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",220,10070,2
I00731,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",10,3380,0
I00731,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",*,2120,*
I00731,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",55,11290,0
I00731,RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",35,5700,1
I00731,RWJ,"STOCKPORT NHS FOUNDATION TRUST",15,4050,0
I00731,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",10,4455,0
I00731,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",10,1940,1
I00731,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",45,5070,1
I00731,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",*,2775,*
I00731,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",160,20125,1
I00731,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",*,2910,*
I00731,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",25,3000,1
I00731,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",40,4320,1
I00731,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",35,6605,1
I00731,RXW,"THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",35,3940,1
I00731,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",40,2700,1
I00731,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",50,6505,1
I00731,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",150,29815,1
I00731,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",80,16710,0
I00731,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",130,22055,1
I00731,RA7,"UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST",55,10570,1
I00731,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",75,11560,1
I00731,R0D,"UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST",80,10570,1
I00731,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",60,12845,0
I00731,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",85,15290,1
I00731,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",25,4485,1
I00731,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",95,11065,1
I00731,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",75,8210,1
I00731,RYR,"UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST",100,15190,1
I00731,RBK,"WALSALL HEALTHCARE NHS TRUST",130,4575,3
I00731,RWW,"WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST",15,4805,0
I00731,RWG,"WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST",15,5400,0
I00731,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",*,2390,*
I00731,RKE,"WHITTINGTON HEALTH NHS TRUST",*,1355,*
I00731,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",15,5845,0
I00731,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",25,5835,0
I00731,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",10,5805,0
I00731,RLQ,"WYE VALLEY NHS TRUST",10,2910,0
I00731,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",10,2505,0
I00731,RCB,"YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST",40,6225,1
