INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00732,ENG,"ENGLAND",247474,7537396,3.3
I00732,RCF,"AIREDALE NHS FOUNDATION TRUST",930,29475,3.2
I00732,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1420,39455,3.6
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2155,70965,3.0
I00732,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1370,40675,3.4
I00732,R1H,"BARTS HEALTH NHS TRUST",2830,120885,2.3
I00732,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",2560,95730,2.7
I00732,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1990,47260,4.2
I00732,RMC,"BOLTON NHS FOUNDATION TRUST",1505,52535,2.9
I00732,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1510,73110,2.1
I00732,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1500,55190,2.7
I00732,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2110,56135,3.8
I00732,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1955,50425,3.9
I00732,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1285,82585,1.6
I00732,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1585,46850,3.4
I00732,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1200,40230,3.0
I00732,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2870,79170,3.6
I00732,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",995,25795,3.9
I00732,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1365,48165,2.8
I00732,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2260,51735,4.4
I00732,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1095,24510,4.5
I00732,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",1815,46005,3.9
I00732,RJN,"EAST CHESHIRE NHS TRUST",745,12460,6.0
I00732,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3200,91530,3.5
I00732,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2310,74420,3.1
I00732,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",3835,89915,4.3
I00732,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2340,55390,4.2
I00732,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1490,33455,4.5
I00732,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3085,90230,3.4
I00732,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1295,29385,4.4
I00732,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",985,22815,4.3
I00732,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2630,89515,2.9
I00732,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1510,50995,3.0
I00732,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1165,65405,1.8
I00732,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",1975,64840,3.0
I00732,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",915,22540,4.1
I00732,RQX,"HOMERTON HEALTHCARE NHS FOUNDATION TRUST",485,40315,1.2
I00732,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",2885,58210,5.0
I00732,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",1670,78475,2.1
I00732,R1F,"ISLE OF WIGHT NHS TRUST",785,17365,4.5
I00732,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1390,27160,5.1
I00732,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1510,41775,3.6
I00732,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",2605,78495,3.3
I00732,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",975,56320,1.7
I00732,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",1965,62310,3.2
I00732,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",3455,75910,4.6
I00732,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",1985,82390,2.4
I00732,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3265,77340,4.2
I00732,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",2135,93555,2.3
I00732,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2155,74330,2.9
I00732,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3460,165875,2.1
I00732,RPA,"MEDWAY NHS FOUNDATION TRUST",1570,53195,3.0
I00732,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",5375,160875,3.3
I00732,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1405,50280,2.8
I00732,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",2470,75405,3.3
I00732,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1195,46285,2.6
I00732,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3060,64860,4.7
I00732,RVJ,"NORTH BRISTOL NHS TRUST",2095,75820,2.8
I00732,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",1855,40410,4.6
I00732,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1070,33805,3.2
I00732,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",1640,47800,3.4
I00732,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2610,70120,3.7
I00732,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1615,63675,2.5
I00732,RM3,"NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",3805,99830,3.8
I00732,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2085,55360,3.8
I00732,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",2655,82275,3.2
I00732,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",3765,119545,3.1
I00732,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3005,101415,3.0
I00732,RHU,"PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST",2785,73585,3.8
