INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,89120,20160,18875,21765,19715,7700,900,22.6,21.2,24.4,22.1,8.6,1
I00742,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,83325,42080,16155,8580,10790,5310,415,50.5,19.4,10.3,12.9,6.4,0.5
I00742,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,95305,16705,16480,25005,17785,14730,4600,17.5,17.3,26.2,18.7,15.5,4.8
I00742,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,55290,11970,12100,14500,11455,4945,325,21.6,21.9,26.2,20.7,8.9,0.6
I00742,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,37860,1570,6285,5305,9790,14495,410,4.1,16.6,14,25.9,38.3,1.1
I00742,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,18340,530,3090,3245,3580,7590,305,2.9,16.8,17.7,19.5,41.4,1.7
I00742,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34225,11615,9925,4900,4730,2745,310,33.9,29,14.3,13.8,8,0.9
I00742,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,27875,4915,7580,5975,5835,3310,265,17.6,27.2,21.4,20.9,11.9,1
I00742,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,92615,10300,11810,22385,22450,24215,1455,11.1,12.8,24.2,24.2,26.1,1.6
I00742,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,54215,6270,6160,10120,18560,12660,440,11.6,11.4,18.7,34.2,23.4,0.8
I00742,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,101075,17970,34655,19695,13150,11355,4245,17.8,34.3,19.5,13,11.2,4.2
I00742,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,69185,980,10080,11780,17845,27745,755,1.4,14.6,17,25.8,40.1,1.1
I00742,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,25365,645,1030,5170,8750,9605,165,2.5,4.1,20.4,34.5,37.9,0.7
I00742,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,44125,13780,16595,3235,1105,680,8730,31.2,37.6,7.3,2.5,1.5,19.8
I00742,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,80615,27690,14195,11665,13850,12670,540,34.3,17.6,14.5,17.2,15.7,0.7
I00742,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,95970,18955,29415,20660,14375,8255,4315,19.8,30.7,21.5,15,8.6,4.5
I00742,R1F,ISLE OF WIGHT NHS TRUST,18585,2790,6975,4540,3335,780,165,15,37.5,24.4,17.9,4.2,0.9
I00742,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,30895,9655,7750,8165,3260,1660,405,31.3,25.1,26.4,10.6,5.4,1.3
I00742,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,45710,7310,10465,8440,9760,7965,1765,16,22.9,18.5,21.4,17.4,3.9
I00742,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,87815,13245,20505,14925,14705,14150,10280,15.1,23.4,17,16.7,16.1,11.7
I00742,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,52340,1110,4725,8460,13870,23245,930,2.1,9,16.2,26.5,44.4,1.8
I00742,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,73970,17525,14265,10355,16505,13655,1660,23.7,19.3,14,22.3,18.5,2.2
I00742,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,92035,35950,12680,14415,15850,11940,1205,39.1,13.8,15.7,17.2,13,1.3
I00742,RJ2,LEWISHAM AND GREENWICH NHS TRUST,82070,17060,30450,18590,9850,5125,990,20.8,37.1,22.7,12,6.2,1.2
I00742,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84255,49530,11075,8050,8325,3260,4020,58.8,13.1,9.6,9.9,3.9,4.8
I00742,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,102390,12175,30630,32035,18590,7630,1330,11.9,29.9,31.3,18.2,7.5,1.3
I00742,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,89510,5000,11200,22745,22970,27030,565,5.6,12.5,25.4,25.7,30.2,0.6
I00742,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,183890,84235,36710,20210,20580,17700,4455,45.8,20,11,11.2,9.6,2.4
I00742,RPA,MEDWAY NHS FOUNDATION TRUST,52865,13875,14515,9965,8115,4935,1460,26.2,27.5,18.8,15.4,9.3,2.8
I00742,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,165850,21880,36330,32665,36065,35440,3465,13.2,21.9,19.7,21.7,21.4,2.1
I00742,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,50255,8235,8465,8330,10065,11730,3430,16.4,16.8,16.6,20,23.3,6.8
I00742,RXF,MID YORKSHIRE TEACHING NHS TRUST,79265,28590,17435,11540,10760,4180,6760,36.1,22,14.6,13.6,5.3,8.5
I00742,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,49760,5835,7435,8150,15960,9770,2615,11.7,14.9,16.4,32.1,19.6,5.3
I00742,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,71745,9245,12680,19935,14345,10150,5390,12.9,17.7,27.8,20,14.1,7.5
I00742,RVJ,NORTH BRISTOL NHS TRUST,88470,13240,15790,15585,17980,22145,3725,15,17.8,17.6,20.3,25,4.2
I00742,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,42305,8170,10445,8820,6970,4800,3105,19.3,24.7,20.8,16.5,11.3,7.3
I00742,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,32350,12615,10365,4005,2965,750,1645,39,32,12.4,9.2,2.3,5.1
I00742,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,56420,25885,9670,5680,7740,7145,300,45.9,17.1,10.1,13.7,12.7,0.5
I00742,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,73415,11790,10410,17390,14810,14660,4355,16.1,14.2,23.7,20.2,20,5.9
I00742,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,72045,12935,13910,12155,17295,14865,880,18,19.3,16.9,24,20.6,1.2
I00742,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,115780,55640,24265,13790,14050,6965,1065,48.1,21,11.9,12.1,6,0.9
I00742,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,66895,21105,13185,11540,12545,8265,255,31.5,19.7,17.3,18.8,12.4,0.4
I00742,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,94430,25525,21280,15155,14195,14545,3730,27,22.5,16,15,15.4,4
I00742,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,132240,39920,23440,20800,19425,26795,1865,30.2,17.7,15.7,14.7,20.3,1.4
I00742,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,116145,6210,10885,19550,31985,45805,1710,5.3,9.4,16.8,27.5,39.4,1.5
I00742,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,85465,15230,15430,16535,14460,18480,5330,17.8,18.1,19.3,16.9,21.6,6.2
I00742,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,63715,2525,9045,8185,10530,25745,7685,4,14.2,12.8,16.5,40.4,12.1
I00742,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,57415,8970,21585,15560,7810,1255,2230,15.6,37.6,27.1,13.6,2.2,3.9
I00742,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,86440,4770,19115,25330,19060,13215,4950,5.5,22.1,29.3,22.1,15.3,5.7
I00742,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,89925,8255,20910,24575,21225,11815,3145,9.2,23.3,27.3,23.6,13.1,3.5
I00742,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,52700,895,3000,7535,12900,24865,3505,1.7,5.7,14.3,24.5,47.2,6.7
I00742,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,56490,2870,7295,14540,14295,16815,670,5.1,12.9,25.7,25.3,29.8,1.2
I00742,RNZ,SALISBURY NHS FOUNDATION TRUST,32125,1110,3625,10345,8120,8730,195,3.5,11.3,32.2,25.3,27.2,0.6
I00742,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,60450,37390,11500,6175,1885,780,2725,61.9,19,10.2,3.1,1.3,4.5
I00742,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,108615,43550,16000,18210,15420,14685,755,40.1,14.7,16.8,14.2,13.5,0.7
I00742,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,58150,18285,14890,11880,7545,4985,565,31.4,25.6,20.4,13,8.6,1
I00742,RH5,SOMERSET NHS FOUNDATION TRUST,75485,8040,16195,26205,16735,7745,560,10.7,21.5,34.7,22.2,10.3,0.7
I00742,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,75530,28070,12145,10615,14635,9555,515,37.2,16.1,14.1,19.4,12.7,0.7
I00742,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,76740,34325,18050,8850,7195,3865,4460,44.7,23.5,11.5,9.4,5,5.8
I00742,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,39665,785,3085,8160,13220,13880,540,2,7.8,20.6,33.3,35,1.4
I00742,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,29300,6640,3790,7310,5775,5170,615,22.7,12.9,24.9,19.7,17.6,2.1
I00742,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,60435,3755,13560,15225,13415,12230,2255,6.2,22.4,25.2,22.2,20.2,3.7
I00742,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,80470,42435,13515,10765,7580,4950,1225,52.7,16.8,13.4,9.4,6.2,1.5
I00742,RWJ,STOCKPORT NHS FOUNDATION TRUST,51855,11845,10865,8380,9145,11230,390,22.8,21,16.2,17.6,21.7,0.8
I00742,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50150,835,8430,11570,12140,15915,1260,1.7,16.8,23.1,24.2,31.7,2.5
I00742,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,36215,17870,7250,6100,3210,1620,165,49.3,20,16.8,8.9,4.5,0.5
I00742,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,68880,26160,14565,9470,9630,8480,575,38,21.1,13.7,14,12.3,0.8
I00742,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,36065,2740,14790,8065,5060,4860,550,7.6,41,22.4,14,13.5,1.5
I00742,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,104360,37785,20060,15480,12710,14690,3635,36.2,19.2,14.8,12.2,14.1,3.5
I00742,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,39780,835,9855,9545,8040,7995,3505,2.1,24.8,24,20.2,20.1,8.8
I00742,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",41175,8500,15165,13225,2520,1680,90,20.6,36.8,32.1,6.1,4.1,0.2
I00742,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,44685,19225,10200,6260,6830,1925,245,43,22.8,14,15.3,4.3,0.5
I00742,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,98435,39735,18265,13325,13995,6715,6395,40.4,18.6,13.5,14.2,6.8,6.5
I00742,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,64665,8970,13720,15540,13570,7240,5625,13.9,21.2,24,21,11.2,8.7
I00742,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,35785,6550,9640,9265,6490,3565,270,18.3,26.9,25.9,18.1,10,0.8
I00742,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,72940,14645,17855,14845,14855,10105,630,20.1,24.5,20.4,20.4,13.9,0.9
I00742,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,72440,12550,21920,15395,10715,8290,3565,17.3,30.3,21.3,14.8,11.4,4.9
I00742,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,88880,14015,17880,17730,18040,19540,1675,15.8,20.1,19.9,20.3,22,1.9
I00742,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,196950,91095,32530,26640,18415,18005,10265,46.3,16.5,13.5,9.4,9.1,5.2
I00742,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,89545,21805,16760,15445,20185,13535,1820,24.4,18.7,17.2,22.5,15.1,2
I00742,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,95505,21260,21935,20515,17210,13245,1335,22.3,23,21.5,18,13.9,1.4
I00742,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,86835,7740,14105,19250,21070,20075,4595,8.9,16.2,22.2,24.3,23.1,5.3
I00742,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,122545,25195,19350,25950,24130,27040,885,20.6,15.8,21.2,19.7,22.1,0.7
I00742,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,144845,23605,27015,24080,31020,29120,10000,16.3,18.7,16.6,21.4,20.1,6.9
I00742,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,48900,11010,8265,10540,12270,6210,600,22.5,16.9,21.6,25.1,12.7,1.2
I00742,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,129440,37580,26025,21910,22920,17945,3060,29,20.1,16.9,17.7,13.9,2.4
I00742,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,66735,14215,19365,14845,11480,6330,505,21.3,29,22.2,17.2,9.5,0.8
I00742,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,125505,11240,18610,34045,31110,26840,3665,9,14.8,27.1,24.8,21.4,2.9
I00742,RBK,WALSALL HEALTHCARE NHS TRUST,63125,32585,9910,6510,5050,3935,5135,51.6,15.7,10.3,8,6.2,8.1
I00742,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,35535,11150,5515,3100,6930,6335,2510,31.4,15.5,8.7,19.5,17.8,7.1
I00742,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,57700,1350,7375,13895,11270,19000,4805,2.3,12.8,24.1,19.5,32.9,8.3
I00742,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,35145,1175,6370,12300,9375,4640,1285,3.3,18.1,35,26.7,13.2,3.7
I00742,RKE,WHITTINGTON HEALTH NHS TRUST,20390,4850,7115,4225,2580,1090,530,23.8,34.9,20.7,12.7,5.3,2.6
I00742,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,58195,19925,8085,7485,7660,6220,8815,34.2,13.9,12.9,13.2,10.7,15.1
I00742,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,69380,10735,11540,16840,16130,13280,850,15.5,16.6,24.3,23.2,19.1,1.2
I00742,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",40375,14050,7295,5725,6905,5965,430,34.8,18.1,14.2,17.1,14.8,1.1
I00742,RLQ,WYE VALLEY NHS TRUST,29690,2430,5270,10080,6365,1685,3860,8.2,17.8,34,21.4,5.7,13
I00742,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,83450,11195,12670,16635,17255,24590,1105,13.4,15.2,19.9,20.7,29.5,1.3
